game_id,tag
332,Great Soundtrack
332,RPG
332,Fantasy
332,Free to Play
332,Online multiplayer
332,Cross-Platform Multiplayer
332,In-App Purchases
332,online
332,achievements
332,battle
332,city
332,Card Game
332,Dragons
332,friends
332,fun
332,build
332,Trading Card Game
332,collection
332,Solo
332,balance
332,match
332,fall
332,arena
332,brain
15365,Steam Achievements
15365,Multiplayer
15365,Atmospheric
15365,steam-trading-cards
15365,RPG
15365,Co-op
15365,Open World
15365,cooperative
15365,First-Person
15365,FPS
15365,Exploration
15365,Survival
15365,Free to Play
15365,Early Access
15365,PvP
15365,Zombies
15365,Post-apocalyptic
15365,Crafting
15365,mmo
15365,MMORPG
1077,Singleplayer
1077,Steam Achievements
1077,Full controller support
1077,Steam Cloud
1077,Atmospheric
1077,steam-trading-cards
1077,2D
1077,Difficult
1077,Exploration
1077,controller support
1077,Physics
1077,Metroidvania
1077,Steampunk
1077,Hand-drawn
1077,Puzzle-Platformer
1077,puzzles
16948,Singleplayer
16948,Steam Achievements
16948,Multiplayer
16948,Full controller support
16948,Steam Cloud
16948,steam-trading-cards
16948,Great Soundtrack
16948,2D
16948,Online Co-Op
16948,Funny
16948,Split Screen
16948,Local Co-Op
16948,Pixel Graphics
16948,Local Multiplayer
16948,Anime
16948,Cross-Platform Multiplayer
16948,Fast-Paced
16948,Competitive
16948,4 Player Local
16948,2D Fighter
17085,Singleplayer
17085,Full controller support
17085,Great Soundtrack
17085,RPG
17085,Story Rich
17085,2D
17085,Horror
17085,Pixel Graphics
17085,RPGMaker
17085,RPG Maker
54122,Singleplayer
54122,role-playing
15764,Singleplayer
15764,Atmospheric
15764,RPG
15764,Sci-fi
15764,Horror
15764,Classic
15764,Tactical
15764,role-playing
15764,Turn-Based
15764,Post-apocalyptic
15764,Isometric
15764,Turn-Based Strategy
16817,Singleplayer
16817,Steam Achievements
16817,Multiplayer
16817,RPG
16817,Open World
16817,First-Person
16817,Third Person
16817,Sandbox
16817,Action RPG
16817,role-playing
16817,Moddable
16817,War
16817,Character Customization
16817,Historical
16817,Medieval
16817,overlay
16817,Based On A Novel
16817,Horses
326253,Singleplayer
326253,Steam Achievements
326253,Steam Cloud
326253,Online multiplayer
326253,Local Multiplayer
326253,Cross-Platform Multiplayer
326253,Includes level editor
326253,RTS
3164,Multiplayer
3164,online
3164,Football
3164,Soccer
3164,reality-based
21966,Point & Click
364942,Singleplayer
364942,Steam Achievements
364942,Full controller support
364942,Atmospheric
364942,2D
364942,Female Protagonist
364942,Pixel Graphics
364942,Point & Click
364942,Family Friendly
364942,Cute
364942,Isometric
364942,Management
364942,Relaxing
364942,Mouse only
9840,Singleplayer
9840,Full controller support
9840,Steam Cloud
9840,Atmospheric
9840,Open World
9840,First-Person
9840,Horror
9840,Exploration
9840,Survival
9840,Stealth
9840,Early Access
9840,Dark
9840,Survival Horror
9840,Mature
9840,Crafting
9840,Roguelike
9840,Dystopian
9840,Procedural Generation
9840,in development
10547,Full controller support
10547,Open World
10547,Metroidvania
10547,Pinball
19646,Singleplayer
19646,Multiplayer
19646,Atmospheric
19646,Third Person
19646,Difficult
19646,Classic
19646,Stealth
19646,Third-Person Shooter
5783,3D
5783,online
5783,Mod
5783,Football
5783,Soccer
5783,reality-based
5783,ai
18301,Singleplayer
18301,Steam Achievements
18301,Multiplayer
18301,2D
18301,Steam Leaderboards
18301,Side Scroller
18301,Valve Anti-Cheat enabled
18301,Cartoony
18301,Tower Defense
53446,Singleplayer
53446,Multiplayer
57607,Singleplayer
57607,exclusive
3413,Singleplayer
3413,Steam Achievements
3413,Multiplayer
3413,Full controller support
3413,Great Soundtrack
3413,2D
3413,Difficult
3413,Steam Leaderboards
3413,Split Screen
3413,Local Co-Op
3413,Local Multiplayer
3413,4 Player Local
3413,skateboarding
3413,Skating
12606,Singleplayer
12606,Multiplayer
12606,Full controller support
12606,Steam Cloud
12606,Atmospheric
12606,First-Person
12606,Horror
12606,FPS
12606,Gore
12606,Survival
12606,Violent
12606,Free to Play
12606,Zombies
12606,Nudity
12606,Survival Horror
12606,Mature
12606,VR
2960,Singleplayer
2960,Steam Achievements
2960,Multiplayer
2960,Full controller support
2960,Steam Cloud
2960,steam-trading-cards
2960,Great Soundtrack
2960,Co-op
2960,cooperative
2960,2D
2960,Difficult
2960,Split Screen
2960,Local Co-Op
2960,Pixel Graphics
2960,Controller
2960,Local Multiplayer
2960,stats
2960,Retro
2960,4 Player Local
2960,party
2960,4 giocatori divano
494384,Singleplayer
494384,Story Rich
494384,exclusive
494384,true exclusive
494384,Single player only
19627,Singleplayer
19627,Multiplayer
19627,Co-op
19627,cooperative
19627,Difficult
19627,Classic
19627,Stealth
19627,Tactical
19627,Isometric
19627,RTS
19627,Military
19627,World War II
19627,Real Time Tactics
23037,Singleplayer
23037,Steam Achievements
23037,Multiplayer
23037,Full controller support
23037,Steam Cloud
23037,steam-trading-cards
23037,RPG
23037,Co-op
23037,cooperative
23037,Online Co-Op
23037,Fantasy
23037,Local Co-Op
23037,Action RPG
23037,Controller
23037,Cross-Platform Multiplayer
23037,Hack and Slash
23037,controller support
23037,Isometric
23037,overlay
23037,Dungeon Crawler
23037,achievements
23037,Loot
295001,Point & Click
295001,Quick-Time Events
8923,Singleplayer
8923,Multiplayer
8923,steam-trading-cards
8923,Partial Controller Support
8923,Fantasy
8923,Survival
8923,Free to Play
8923,Online multiplayer
8923,Cross-Platform Multiplayer
8923,In-App Purchases
8923,Turn-Based
8923,Turn-Based Strategy
8923,Card Game
8923,Board Game
8923,Hex Grid
8923,Trading Card Game
19345,Singleplayer
19345,Multiplayer
19345,Atmospheric
19345,Great Soundtrack
19345,Co-op
19345,cooperative
19345,Sci-fi
19345,Online Co-Op
19345,Classic
19345,Comedy
19345,War
19345,RTS
19345,Base Building
19345,Alternate History
19345,Real-Time
19345,Co-op Campaign
19345,FMV
4023,Singleplayer
4023,Steam Achievements
4023,Full controller support
4023,Atmospheric
4023,steam-trading-cards
4023,Great Soundtrack
4023,Story Rich
4023,Open World
4023,Third Person
4023,Horror
4023,Funny
4023,Gore
4023,Exploration
4023,Classic
4023,Comedy
4023,Violent
4023,Third-Person Shooter
4023,Nudity
4023,controller support
4023,Mystery
4023,Detective
4023,Surreal
4023,Cult Classic
4023,Investigation
16552,Singleplayer
16552,Multiplayer
16552,steam-trading-cards
16552,Great Soundtrack
16552,First-Person
16552,Horror
16552,FPS
16552,Difficult
16552,Pixel Graphics
16552,Zombies
16552,Voxel
369158,Singleplayer
369158,Steam Achievements
369158,Multiplayer
369158,Full controller support
369158,Steam Cloud
369158,Co-op
369158,Story Rich
369158,cooperative
369158,Horror
369158,Gore
369158,Survival
369158,Violent
369158,Split Screen
369158,Dark
369158,PvP
369158,Survival Horror
369158,Mystery
369158,Choices Matter
369158,Multiple Endings
369158,Online PvP
369158,Blood
369158,Drama
369158,Episodic
369158,Quick-Time Events
369158,Supernatural
369158,Psychological
369158,Remote Play Together
369158,Mythology
369158,Shared/Split Screen PvP
3734,Singleplayer
3734,Steam Achievements
3734,Multiplayer
3734,Full controller support
3734,Steam Cloud
3734,steam-trading-cards
3734,RPG
3734,Co-op
3734,cooperative
3734,2D
3734,Online Co-Op
3734,Female Protagonist
3734,Split Screen
3734,Local Co-Op
3734,Pixel Graphics
3734,Local Multiplayer
3734,Retro
3734,Cross-Platform Multiplayer
3734,Crafting
3734,Side Scroller
3734,Shoot Em Up
3734,Kickstarter
28150,Singleplayer
28150,Multiplayer
28150,Atmospheric
28150,Co-op
28150,Story Rich
28150,Open World
28150,Sci-fi
28150,Exploration
28150,Online multiplayer
28150,Action-Adventure
28150,Third-Person Shooter
28150,Cinematic
28150,Futuristic
28150,Aliens
28150,mmo
28150,3rd-Person Perspective
28150,PvE
28150,Photorealistic
28150,flying
268446,Singleplayer
268446,Steam Achievements
268446,Multiplayer
268446,Co-op
268446,cooperative
268446,2D
268446,Sci-fi
268446,Online Co-Op
268446,Gore
268446,Difficult
268446,Survival
268446,Violent
268446,Online multiplayer
268446,Local Co-Op
268446,Local Multiplayer
268446,Early Access
268446,Steam Workshop
268446,Includes level editor
268446,Survival Horror
268446,Management
268446,Dark Humor
268446,submarine
40104,Singleplayer
40104,Funny
40104,Comedy
40104,Point & Click
40104,Mystery
40104,Detective
40104,Episodic
40104,city
40104,Epic
40104,brain
2503,Singleplayer
2503,Steam Achievements
2503,Full controller support
2503,steam-trading-cards
2503,Great Soundtrack
2503,Co-op
2503,Story Rich
2503,2D
2503,Horror
2503,Funny
2503,Gore
2503,Difficult
2503,Comedy
2503,Violent
2503,Stealth
2503,Split Screen
2503,Local Co-Op
2503,Pixel Graphics
2503,Retro
2503,controller support
2503,Crime
2503,Top-Down
2503,overlay
2503,achievements
2503,Dark Humor
2503,Villain Protagonist
10364,Singleplayer
10364,Steam Achievements
10364,Steam Cloud
10364,steam-trading-cards
10364,2D
10364,stats
10364,Steam Workshop
10364,Includes level editor
10364,Realistic
10364,Management
10364,Education
10364,Practical
2359,Singleplayer
2359,Steam Achievements
2359,steam-trading-cards
2359,2D
2359,Cute
22123,Singleplayer
22123,Steam Achievements
22123,Multiplayer
22123,Steam Cloud
22123,steam-trading-cards
22123,RPG
22123,Co-op
22123,Partial Controller Support
22123,Violent
22123,Split Screen
22123,Local Co-Op
22123,Local Multiplayer
22123,stats
22123,role-playing
49236,Singleplayer
49236,2D
58829,Multiplayer
58829,character
58829,arena
58829,fighter
58829,mario
58829,smash
58829,zelda
58829,pokemon
15852,Singleplayer
15852,Multiplayer
15852,Steam Cloud
15852,First-Person
15852,Third Person
15852,Sci-fi
15852,Partial Controller Support
15852,FPS
15852,Classic
15852,Female Protagonist
15852,Retro
15852,Star Wars
3923,Singleplayer
3923,Multiplayer
3923,Full controller support
3923,Atmospheric
3923,steam-trading-cards
3923,Co-op
3923,Story Rich
3923,Open World
3923,cooperative
3923,Third Person
3923,Sci-fi
3923,Horror
3923,Survival
3923,Controller
3923,Third-Person Shooter
3923,Captions available
3923,Aliens
3923,Mechs
3574,Singleplayer
3574,Steam Achievements
3574,Full controller support
3574,Steam Cloud
3574,Atmospheric
3574,steam-trading-cards
3574,Story Rich
3574,Open World
3574,First-Person
3574,Third Person
3574,Horror
3574,Classic
3574,Point & Click
3574,Mystery
3574,Choices Matter
3574,Historical
3574,Crime
3574,Detective
3574,Investigation
10638,Singleplayer
10638,Steam Achievements
10638,Full controller support
10638,Steam Cloud
10638,steam-trading-cards
10638,RPG
10638,Fantasy
10638,Action-Adventure
10638,Action RPG
10638,Controller
10638,stats
10638,Early Access
10638,role-playing
10638,Hack and Slash
10638,Dark Fantasy
10638,Isometric
10638,Dungeon Crawler
10638,Demons
10638,Card Game
39039,RPG
39039,War
39039,Story
39039,character
39039,Mythology
39039,quick
39039,god
39039,slasher
58766,Singleplayer
58766,Full controller support
58766,Atmospheric
58766,Great Soundtrack
58766,Co-op
58766,Open World
58766,cooperative
58766,2D
58766,Online Co-Op
58766,Fantasy
58766,Exploration
58766,Survival
58766,Split Screen
58766,Local Co-Op
58766,Pixel Graphics
58766,Controller
58766,role-playing
58766,Side Scroller
58766,Roguelike
58766,Medieval
58766,Building
58766,Base Building
58766,Tower Defense
326229,Football
326229,Soccer
326229,sport
326229,fifa
326229,real-world
3679,Multiplayer
3679,Physics
3679,online
3679,Destruction
3679,friends
3679,death
3679,Traps
3679,side-view
3679,worms
288796,Steam Achievements
288796,Multiplayer
288796,Steam Cloud
288796,cooperative
288796,Partial Controller Support
288796,Online Co-Op
288796,Gore
288796,Violent
288796,Online multiplayer
288796,stats
288796,Medieval
288796,Swordplay
7353,Singleplayer
7353,Steam Achievements
7353,Full controller support
7353,Steam Cloud
7353,steam-trading-cards
7353,Captions available
7353,Isometric
7353,Surreal
7353,puzzles
680,Singleplayer
680,Multiplayer
680,Steam Cloud
680,First-Person
680,Sci-fi
680,FPS
680,Classic
680,Destruction
680,Mars
14612,Singleplayer
14612,Steam Achievements
14612,Multiplayer
14612,Full controller support
14612,Atmospheric
14612,steam-trading-cards
14612,Great Soundtrack
14612,RPG
14612,Open World
14612,cooperative
14612,Third Person
14612,FPS
14612,Gore
14612,Steam Leaderboards
14612,Sandbox
14612,Survival
14612,Zombies
14612,Survival Horror
14612,Post-apocalyptic
14612,Crafting
14612,Base Building
14612,Perma Death
9877,Singleplayer
9877,Steam Achievements
9877,steam-trading-cards
9877,Great Soundtrack
9877,2D
9877,Comedy
9877,Violent
9877,Pixel Graphics
9877,Retro
9877,Point & Click
9877,Sexual Content
9877,Crime
9877,overlay
9877,1980s
9877,cats
3214,Singleplayer
3214,Steam Achievements
3214,Full controller support
3214,Steam Cloud
3214,steam-trading-cards
3214,RPG
3214,First-Person
3214,FPS
3214,Funny
3214,Difficult
3214,Exploration
3214,Steam Leaderboards
3214,stats
3214,role-playing
3214,Replay Value
3214,Roguelike
3214,Fast-Paced
3214,Magic
3214,Multiple Endings
3214,Roguelite
3214,Dungeon Crawler
3214,achievements
3214,Loot
3214,Procedural Generation
3214,Cartoony
3214,Perma Death
3214,Arena Shooter
18853,Singleplayer
18853,Steam Achievements
18853,2D
18853,Funny
18853,Comedy
18853,Point & Click
18853,Mystery
18853,Short
18853,Detective
18853,Surreal
18853,Touch-Friendly
18853,Conspiracy
275641,Singleplayer
275641,Steam Achievements
275641,Multiplayer
275641,Full controller support
275641,Co-op
275641,Online Co-Op
275641,Online multiplayer
275641,Split Screen
275641,Local Co-Op
275641,Local Multiplayer
275641,Cross-Platform Multiplayer
275641,Captions available
275641,Commentary available
275641,party
18347,Singleplayer
18347,Steam Achievements
18347,Multiplayer
18347,Full controller support
18347,Steam Cloud
18347,steam-trading-cards
18347,Great Soundtrack
18347,Co-op
18347,cooperative
18347,2D
18347,Steam Leaderboards
18347,Split Screen
18347,Local Co-Op
18347,Cross-Platform Multiplayer
18347,Space
18347,Replay Value
18347,Colorful
18347,Music
18347,Shoot Em Up
18347,Bullet Hell
18347,Twin Stick Shooter
18347,Rhythm
18347,Music-Based Procedural Generation
9538,Singleplayer
9538,Steam Achievements
9538,Multiplayer
9538,Steam Cloud
9538,Atmospheric
9538,Co-op
9538,Open World
9538,cooperative
9538,First-Person
9538,FPS
9538,Online Co-Op
9538,Gore
9538,Survival
9538,Realistic
9538,Walking Simulator
9538,Hunting
40936,Singleplayer
40936,Steam Achievements
40936,Full controller support
40936,Great Soundtrack
40936,Co-op
40936,cooperative
40936,2D
40936,Sci-fi
40936,Difficult
40936,Steam Leaderboards
40936,Split Screen
40936,Local Co-Op
40936,Pixel Graphics
40936,Controller
40936,Local Multiplayer
40936,stats
40936,Retro
40936,Steampunk
40936,Shoot Em Up
40936,4 Player Local
40936,Bullet Hell
40936,Cult Classic
40936,Alternate History
40936,Top-Down Shooter
40936,Mars
17698,Singleplayer
17698,Steam Cloud
17698,RPG
17698,Open World
17698,Fantasy
17698,Female Protagonist
17698,Tactical
17698,Turn-Based
17698,Turn-Based Strategy
17698,Hex Grid
16255,Singleplayer
16255,Steam Achievements
16255,Steam Cloud
16255,steam-trading-cards
16255,2D
16255,Horror
16255,Funny
16255,Female Protagonist
16255,Comedy
16255,Dark
16255,Point & Click
16255,achievements
16255,Dark Humor
16255,Psychological
4143,Singleplayer
4143,Steam Achievements
4143,Multiplayer
4143,Full controller support
4143,Steam Cloud
4143,steam-trading-cards
4143,Great Soundtrack
4143,Co-op
4143,cooperative
4143,2D
4143,Online Co-Op
4143,Funny
4143,Split Screen
4143,Local Co-Op
4143,Controller
4143,Side Scroller
16515,Singleplayer
16515,Great Soundtrack
16515,RPG
16515,Story Rich
16515,Sci-fi
16515,Difficult
16515,Free to Play
16515,Tactical
16515,Anime
16515,Space
16515,Nudity
16515,Turn-Based
16515,Turn-Based Strategy
16515,Visual Novel
16515,Romance
16515,Mechs
16515,Hex Grid
16515,NSFW
16515,adult
10261,Singleplayer
10261,Steam Achievements
10261,Multiplayer
10261,Steam Cloud
10261,Atmospheric
10261,Great Soundtrack
10261,Story Rich
10261,Sci-fi
10261,Classic
10261,Female Protagonist
10261,Survival
10261,Tactical
10261,Steam Workshop
10261,Space
10261,Moddable
10261,Futuristic
10261,RTS
10261,Remake
10261,achievements
10261,4X
10520,Singleplayer
10520,Steam Achievements
10520,Multiplayer
10520,steam-trading-cards
10520,Co-op
10520,First-Person
10520,FPS
10520,Funny
10520,Sandbox
10520,Free to Play
10520,Steam Workshop
10520,In-App Purchases
10520,Realistic
10520,Historical
10520,Military
10520,America
10520,Education
10520,Gun Customization
4148,Singleplayer
4148,Steam Achievements
4148,Multiplayer
4148,Full controller support
4148,Steam Cloud
4148,steam-trading-cards
4148,Open World
4148,Horror
4148,Gore
4148,Steam Leaderboards
4148,Survival
4148,Violent
4148,stats
4148,Zombies
4148,Top-Down
60817,Singleplayer
60817,Full controller support
60817,Great Soundtrack
60817,RPG
60817,Open World
60817,2D
60817,Exploration
60817,Sandbox
60817,Survival
60817,Pixel Graphics
60817,Replay Value
60817,Crafting
60817,Building
60817,Management
60817,Relaxing
60817,Base Building
60817,Resource Management
60817,Agriculture
16683,Singleplayer
16683,Steam Achievements
16683,Steam Cloud
16683,Atmospheric
16683,steam-trading-cards
16683,Story Rich
16683,First-Person
16683,FPS
16683,Fantasy
16683,Exploration
16683,Action-Adventure
16683,Short
16683,Cinematic
16683,Beat em up
16683,Surreal
327260,Singleplayer
327260,Steam Achievements
327260,Full controller support
327260,Steam Cloud
327260,Sexual Content
17713,Multiplayer
17713,steam-trading-cards
17713,Local Multiplayer
17713,Cross-Platform Multiplayer
16466,Singleplayer
16466,Steam Achievements
16466,Multiplayer
16466,Full controller support
16466,steam-trading-cards
16466,RPG
16466,Co-op
16466,cooperative
16466,2D
16466,Funny
16466,Female Protagonist
16466,Free to Play
16466,Split Screen
16466,Local Co-Op
16466,Pixel Graphics
16466,Controller
16466,Retro
16466,Cute
16466,Colorful
16466,Roguelike
16466,Top-Down Shooter
16466,Twin Stick Shooter
223331,Singleplayer
223331,Full controller support
223331,Atmospheric
223331,Great Soundtrack
223331,Story Rich
223331,Third Person
223331,Horror
223331,Gore
223331,Female Protagonist
223331,Survival
223331,Zombies
223331,Point & Click
223331,Survival Horror
223331,Post-apocalyptic
223331,controller support
223331,Choices Matter
223331,Walking Simulator
223331,Episodic
223331,Comic Book
223331,Choose Your Own Adventure
22844,Singleplayer
22844,Open World
22844,2D
22844,Fantasy
22844,Free to Play
22844,Pixel Graphics
22844,Controller
22844,Family Friendly
22844,Metroidvania
22844,Cartoony
22844,2D Platformer
22844,2D-платформер
22844,Puzzle Platformer
22844,Nonlinear
614954,Steam Achievements
614954,Multiplayer
614954,Full controller support
614954,Co-op
614954,First-Person
614954,FPS
614954,Online Co-Op
614954,Action RPG
614954,PvP
614954,War
614954,In-App Purchases
614954,Physics
614954,Cinematic
614954,combat
614954,Team-Based
614954,Futuristic
614954,Military
614954,Online PvP
614954,online
614954,Destruction
614954,console
614954,offline
614954,Modern
614954,future
614954,Hero Shooter
614954,Vehicular Combat
614954,melee
614954,beta
614954,vehicle
4465,Singleplayer
4465,Steam Achievements
4465,Multiplayer
4465,Steam Cloud
4465,Third Person
4465,Partial Controller Support
4465,FPS
4465,Funny
4465,Steam Leaderboards
4465,Comedy
4465,Split Screen
4465,Local Co-Op
4465,Local Multiplayer
4465,stats
4465,Turn-Based
4465,3D
4465,Turn-Based Strategy
4465,3D Vision
4465,Destruction
16700,Singleplayer
16700,Steam Achievements
16700,Steam Cloud
16700,Atmospheric
16700,steam-trading-cards
16700,Great Soundtrack
16700,Story Rich
16700,Fantasy
16700,Point & Click
16700,Family Friendly
16700,Magic
17564,Singleplayer
17564,steam-trading-cards
17564,Co-op
17564,cooperative
17564,Sci-fi
17564,Horror
17564,Gore
17564,Split Screen
17564,Local Co-Op
17564,controller support
17564,Isometric
17564,Aliens
17564,Top-Down
17564,Top-Down Shooter
1430,Singleplayer
1430,Steam Achievements
1430,Full controller support
1430,Steam Cloud
1430,Atmospheric
1430,steam-trading-cards
1430,Great Soundtrack
1430,Story Rich
1430,First-Person
1430,2D
1430,Sci-fi
1430,Horror
1430,Survival
1430,Pixel Graphics
1430,Zombies
1430,role-playing
1430,Post-apocalyptic
1430,controller support
1430,Captions available
1430,Short
1430,Side Scroller
1430,Roguelike
1430,Resource Management
1430,Trains
2760,Singleplayer
2760,Full controller support
2760,Steam Cloud
2760,steam-trading-cards
2760,Great Soundtrack
2760,2D
2760,Difficult
2760,Comedy
2760,Controller
2760,controller support
2760,Colorful
2760,Side Scroller
2760,Music
2760,2.5D
2760,Rhythm
2760,Score Attack
2760,Runner
3469,exclusive
3469,true exclusive
18701,Singleplayer
18701,Multiplayer
18701,Co-op
18701,cooperative
18701,Sci-fi
18701,Classic
18701,Space
18701,RTS
18701,Robots
18701,Base Building
18701,Real-Time with Pause
18701,Real-Time
1808,Singleplayer
1808,Steam Achievements
1808,Steam Cloud
1808,steam-trading-cards
1808,cooperative
1808,2D
1808,Difficult
1808,Tactical
1808,Steam Workshop
1808,Includes level editor
1808,Moddable
1808,Replay Value
1808,RTS
1808,Top-Down
1808,overlay
1808,Real-Time with Pause
1808,Touch-Friendly
1808,Top-Down Shooter
1808,Level Editor
1808,Real Time Tactics
473489,Not Specified
60545,Steam Achievements
60545,Multiplayer
60545,RPG
60545,Sci-fi
60545,Online Co-Op
60545,Violent
60545,Online multiplayer
60545,Tactical
60545,Retro
60545,Aliens
60545,Turn-Based Tactics
14447,Singleplayer
14447,Steam Achievements
14447,Steam Cloud
14447,steam-trading-cards
14447,Great Soundtrack
14447,Open World
14447,Funny
14447,Difficult
14447,Steam Leaderboards
14447,Sandbox
14447,Free to Play
14447,stats
14447,Steam Workshop
14447,Includes level editor
14447,Crafting
14447,Physics
14447,Building
14447,Crime
14447,puzzles
14447,Education
14447,Level Editor
22853,Singleplayer
22853,role-playing
16263,Singleplayer
16263,Multiplayer
16263,Co-op
16263,cooperative
16263,Difficult
16263,Classic
16263,Stealth
16263,Tactical
16263,exclusive
16263,Isometric
16263,RTS
16263,Military
16263,true exclusive
16263,1990s
16263,World War II
16263,Real Time Tactics
12250,Singleplayer
12250,Steam Cloud
12250,Atmospheric
12250,steam-trading-cards
12250,Great Soundtrack
12250,Story Rich
12250,2D
12250,Horror
12250,Fantasy
12250,Exploration
12250,Classic
12250,Dark
12250,Point & Click
12250,Mystery
12250,Mature
12250,Surreal
12250,Episodic
29238,Singleplayer
29238,Multiplayer
29238,Co-op
29238,Open World
29238,cooperative
29238,Partial Controller Support
29238,Online Co-Op
29238,Online multiplayer
29238,mmo
29238,Driving
29238,Flight
2422,Singleplayer
2422,Steam Achievements
2422,Multiplayer
2422,Full controller support
2422,Atmospheric
2422,steam-trading-cards
2422,Co-op
2422,Story Rich
2422,Open World
2422,cooperative
2422,First-Person
2422,FPS
2422,Online Co-Op
2422,Survival
2422,Violent
2422,Stealth
2422,stats
2422,War
2422,Captions available
2422,Crafting
2422,Futuristic
2422,Military
2422,Dystopian
16144,Singleplayer
16144,Multiplayer
16144,RPG
16144,Co-op
16144,cooperative
16144,Fantasy
16144,Classic
16144,Action RPG
16144,Hack and Slash
16144,Isometric
16144,Dungeon Crawler
16144,Loot
16144,Real-Time with Pause
16144,Party-Based RPG
35519,Singleplayer
35519,RPG
35519,Co-op
35519,cooperative
35519,Fantasy
35519,Classic
35519,Action RPG
35519,Hack and Slash
35519,Isometric
35519,Dungeon Crawler
35519,Party-Based RPG
35519,Un joueur
18700,Singleplayer
18700,Multiplayer
18700,Great Soundtrack
18700,Co-op
18700,cooperative
18700,Sci-fi
18700,Online Co-Op
18700,Space
18700,Moddable
18700,RTS
18700,Competitive
18700,Robots
18700,Base Building
18700,Real-Time with Pause
18700,Grand Strategy
18700,Real-Time
249954,Singleplayer
249954,Full controller support
249954,Horror
249954,Gore
249954,Violent
4241,Singleplayer
4241,Full controller support
4241,Co-op
4241,Open World
4241,cooperative
4241,Fantasy
4241,Funny
4241,Comedy
4241,Split Screen
4241,Local Co-Op
4241,Family Friendly
4241,controller support
4241,Magic
4241,LEGO
17703,Singleplayer
17703,Steam Achievements
17703,Full controller support
17703,Steam Cloud
17703,Atmospheric
17703,Great Soundtrack
17703,RPG
17703,Story Rich
17703,Third Person
17703,Fantasy
17703,Action-Adventure
17703,Controller
17703,Nudity
17703,Hack and Slash
17703,Dark Fantasy
17703,Medieval
17703,Quick-Time Events
17703,Gothic
17703,Character Action Game
17703,Spectacle fighter
17703,Vampire
11676,Singleplayer
11676,Multiplayer
11676,Full controller support
11676,Steam Cloud
11676,RPG
11676,Co-op
11676,cooperative
11676,Partial Controller Support
11676,Online Co-Op
11676,Fantasy
11676,Difficult
11676,Online multiplayer
11676,Split Screen
11676,Local Co-Op
11676,Local Multiplayer
11676,Early Access
11676,Turn-Based
11676,Roguelike
11676,Turn-Based Strategy
11676,Roguelite
11676,Turn-Based Combat
11676,Party-Based RPG
11676,Board Game
11676,Strategy RPG
11676,Hex Grid
12877,Singleplayer
12877,steam-trading-cards
12877,RPG
12877,Third Person
12877,Partial Controller Support
12877,Fantasy
12877,Female Protagonist
12877,Violent
12877,Anime
12877,Nudity
12877,Hack and Slash
12877,Character Action Game
9969,2D
9969,Sandbox
9969,VR
9969,Education
9969,RPGMaker
9969,GameMaker
9969,Utilities
9969,Programming
9969,Design & Illustration
9969,Animation & Modeling
9969,Software
9969,Tutorial
9969,Game Development
9969,Web Publishing
9969,Software Training
14793,Singleplayer
14793,Steam Achievements
14793,Multiplayer
14793,steam-trading-cards
14793,RPG
14793,Co-op
14793,cooperative
14793,2D
14793,Partial Controller Support
14793,Online Co-Op
14793,Fantasy
14793,Split Screen
14793,Local Co-Op
14793,Pixel Graphics
14793,Local Multiplayer
14793,Steam Workshop
14793,Retro
14793,Cross-Platform Multiplayer
14793,role-playing
14793,Includes level editor
14793,Hack and Slash
14793,Roguelike
14793,Top-Down
14793,Dungeon Crawler
14793,4 Player Local
14793,Level Editor
14793,Other
3558,Multiplayer
3558,Online multiplayer
3558,exclusive
3558,true exclusive
3558,Driving
3558,Group Play
45745,Singleplayer
45745,Steam Achievements
45745,Full controller support
45745,Atmospheric
45745,Great Soundtrack
45745,RPG
45745,Story Rich
45745,Open World
45745,cooperative
45745,Third Person
45745,Online Co-Op
45745,Fantasy
45745,Violent
45745,Action RPG
45745,Anime
45745,Hack and Slash
45745,JRPG
45745,Fishing
12321,Singleplayer
12321,Story Rich
12321,Retro
12321,RTS
12321,Top-Down
34668,Singleplayer
34668,Multiplayer
34668,FPS
34668,Gore
34668,Classic
34668,Violent
34668,Stealth
34668,Stylized
34668,Comic Book
34668,Cult Classic
52178,Singleplayer
52178,Full controller support
52178,Atmospheric
52178,Story Rich
52178,First-Person
52178,Violent
52178,Stealth
52178,Action-Adventure
52178,Dark
52178,Choices Matter
52178,Magic
52178,Steampunk
52178,Assassin
10119,Singleplayer
10119,Great Soundtrack
10119,Story Rich
10119,Third Person
10119,Horror
10119,Fantasy
10119,Classic
10119,Action-Adventure
10119,Dark Fantasy
10119,Gothic
10119,Vampire
5383,Singleplayer
5383,Multiplayer
5383,2D
5383,Classic
5383,Retro
5383,Turn-Based
5383,Turn-Based Strategy
3187,Singleplayer
3187,Steam Achievements
3187,Multiplayer
3187,Full controller support
3187,Steam Cloud
3187,steam-trading-cards
3187,Great Soundtrack
3187,RPG
3187,Fantasy
3187,Online multiplayer
3187,role-playing
3187,In-App Purchases
3187,Turn-Based
3187,Dark Fantasy
3187,Turn-Based Strategy
3187,Multiple Endings
3187,Valve Anti-Cheat enabled
3187,Kickstarter
3187,Card Game
3187,Grand Strategy
3187,4X
3187,Board Game
3187,Tactical RPG
3187,Hex Grid
3187,Benchmark
16294,Singleplayer
16294,Multiplayer
