game_id,platform
16255,PlayStation 4
4143,PlayStation 3
4143,Linux
4143,macOS
4143,PC
4143,PlayStation 4
4143,PS Vita
16515,Linux
16515,macOS
16515,PC
10261,macOS
10261,PC
10261,iOS
10520,Android
10520,PC
10520,Linux
10520,macOS
4148,PlayStation 3
4148,Xbox 360
4148,PC
60817,Xbox One
60817,PlayStation 4
60817,iOS
60817,Nintendo Switch
60817,PC
16683,Xbox 360
16683,PC
327260,iOS
327260,PlayStation 5
327260,PlayStation 4
327260,PC
327260,Xbox One
327260,Xbox Series S/X
17713,macOS
17713,PC
16466,Nintendo Switch
16466,macOS
16466,PC
223331,Android
223331,macOS
223331,PC
223331,iOS
223331,Xbox 360
223331,Xbox One
223331,PlayStation 3
223331,PlayStation 4
22844,PC
614954,PlayStation 5
614954,PC
614954,Xbox One
614954,PlayStation 4
614954,Xbox Series S/X
4465,PlayStation 3
4465,Xbox 360
4465,PC
16700,PC
16700,macOS
17564,PC
17564,macOS
1430,Xbox One
1430,PlayStation 4
1430,Nintendo Switch
1430,PC
1430,Linux
1430,macOS
2760,PS Vita
2760,PlayStation 3
2760,Xbox 360
2760,Wii U
2760,Linux
2760,macOS
2760,PC
2760,PlayStation 4
3469,PlayStation 3
18701,Xbox 360
18701,PC
1808,iOS
1808,PC
1808,macOS
1808,Linux
1808,Android
473489,PC
60545,PC
14447,Nintendo Switch
14447,Linux
14447,PC
14447,iOS
14447,Android
14447,macOS
22853,PC
22853,macOS
16263,PC
12250,macOS
12250,PC
29238,PlayStation 4
29238,Xbox One
29238,PC
2422,Xbox One
2422,PC
2422,PlayStation 4
16144,PC
16144,macOS
35519,PC
18700,PC
249954,PlayStation 4
249954,Xbox One
249954,PC
249954,macOS
249954,Linux
249954,Nintendo Switch
4241,Android
4241,macOS
4241,PC
4241,Wii
4241,Xbox 360
4241,PlayStation 3
4241,Nintendo 3DS
4241,PSP
4241,PS Vita
4241,Nintendo DS
17703,PC
11676,macOS
11676,PC
11676,Xbox One
11676,PlayStation 4
11676,Nintendo Switch
12877,Linux
12877,macOS
12877,PC
12877,Xbox 360
12877,PlayStation 3
9969,macOS
9969,Linux
9969,PC
14793,Xbox One
14793,PlayStation 4
14793,Nintendo Switch
14793,macOS
14793,PC
14793,Linux
3558,PlayStation 4
45745,PC
12321,PC
12321,Linux
12321,macOS
34668,Classic Macintosh
34668,PlayStation 4
34668,PlayStation 2
34668,Xbox One
34668,GameCube
34668,Xbox
34668,PC
52178,Xbox One
52178,PC
52178,PlayStation 4
10119,PC
10119,PlayStation 2
5383,Xbox 360
5383,Game Boy
5383,PlayStation
5383,Classic Macintosh
5383,iOS
5383,PC
5383,SNES
5383,SEGA Saturn
5383,Jaguar
5383,Commodore / Amiga
5383,Genesis
3187,Xbox One
3187,iOS
3187,Nintendo Switch
3187,PlayStation 4
3187,PC
3187,Linux
3187,macOS
16294,Xbox 360
16294,PlayStation 3
16294,PC
16294,Xbox One
801032,PlayStation 5
801032,PC
801032,PlayStation 4
801032,Xbox Series S/X
4671,PlayStation 3
13764,macOS
13764,PC
14290,PC
14290,macOS
326239,PC
326239,PlayStation 4
326239,Xbox Series S/X
326239,PlayStation 5
326239,Xbox One
326239,Nintendo Switch
28564,Xbox 360
28564,Xbox One
58834,PlayStation 4
58834,Nintendo Switch
58834,Xbox One
58834,PC
2306,PlayStation 3
2306,Xbox 360
2306,macOS
2306,PC
2306,iOS
5001,PlayStation 3
5001,macOS
5001,PC
21558,PC
21558,macOS
21558,Linux
2298,Xbox One
2298,PlayStation 4
2298,PC
11591,macOS
11591,PC
11591,Linux
18785,PC
18785,macOS
18785,PlayStation 3
61694,PC
427519,PlayStation 4
427519,PC
427519,macOS
427519,Linux
27943,Xbox One
27943,iOS
27943,PC
27943,Nintendo Switch
27943,PlayStation 4
27943,Android
4901,PlayStation 3
4901,PC
4901,macOS
42920,PlayStation 4
42920,PC
42920,Nintendo Switch
42920,Xbox One
42920,Xbox 360
42920,PlayStation 3
50576,PlayStation 5
50576,Xbox Series S/X
50576,PC
50576,PlayStation 4
50576,Xbox One
16760,PC
19502,PC
431,Xbox One
431,Xbox 360
431,PlayStation 4
431,PlayStation 3
431,PC
58386,PC
58386,Xbox Series S/X
40368,PC
40368,PlayStation 3
40368,macOS
3363,Wii U
3363,PlayStation 3
3363,PlayStation 4
3363,PS Vita
3363,Linux
3363,Xbox One
3363,Nintendo Switch
3363,Nintendo 3DS
3363,PC
3363,macOS
42064,PC
17728,PlayStation 4
17728,PlayStation 3
17728,Xbox 360
17728,PC
49104,Xbox One
49104,PlayStation 4
49104,Nintendo Switch
49104,PC
49104,Classic Macintosh
22344,Nintendo Switch
22344,macOS
22344,PC
22344,iOS
22344,PlayStation 4
22344,Xbox One
22344,Android
16792,macOS
16792,PC
16792,Linux
3548,PS Vita
3548,PlayStation 4
3548,PC
3548,macOS
3194,PlayStation 4
3194,PS Vita
3194,PC
3194,Linux
3194,macOS
326248,PC
326248,Xbox Series S/X
326248,PlayStation 5
42230,Xbox One
42230,PC
42230,Xbox 360
3316,PlayStation 3
3316,PC
3316,Xbox 360
3316,PlayStation 4
59346,Xbox One
59346,PlayStation 4
59346,macOS
59346,PC
2570,macOS
2570,PC
2570,Wii U
2570,iOS
2570,PlayStation 3
2570,Xbox 360
2570,Linux
2570,Android
545015,PlayStation 5
545015,Xbox Series S/X
545015,PlayStation 4
545015,macOS
545015,PC
545015,iOS
545015,Nintendo Switch
545015,Xbox One
3993,PlayStation 3
3993,Xbox 360
3993,Android
3993,PC
58914,PC
58914,iOS
58914,Web
58914,Android
533,Xbox One
533,iOS
533,PC
13833,macOS
13833,PC
7241,iOS
7241,Linux
7241,PC
7241,Android
7241,macOS
5615,PSP
5615,PlayStation 3
5615,PlayStation 2
5615,Xbox 360
5615,Wii
5615,Nintendo DS
5615,PC
428555,PC
15457,macOS
15457,PC
15457,Linux
14346,iOS
14346,PC
14346,macOS
16253,iOS
16253,PC
16253,macOS
16253,Linux
6641,macOS
6641,iOS
6641,PC
6641,Linux
6641,Android
662357,PlayStation 5
662357,PC
1984,Wii U
1984,Xbox One
1984,PlayStation 4
1984,PS Vita
1984,Nintendo Switch
1984,PC
1984,macOS
1984,Linux
16262,PC
3727,PlayStation 3
3727,PC
3727,PlayStation 5
3727,macOS
3727,PlayStation 4
49874,Xbox One
49874,Nintendo Switch
49874,macOS
49874,Linux
49874,PlayStation 4
49874,PC
3219,PC
3219,Xbox One
3219,PlayStation 4
15687,PC
15687,macOS
14827,PC
15017,PlayStation 4
15017,Nintendo Switch
15017,PC
10118,PlayStation 2
10118,Xbox
10118,PC
28859,PlayStation 4
28859,Xbox 360
28859,Nintendo Switch
28859,PC
28859,Xbox One
11350,iOS
11350,PC
11350,macOS
11350,Linux
21119,Android
21119,iOS
21119,PC
46000,Xbox One
46000,macOS
46000,iOS
46000,PC
46000,PlayStation 4
46000,Nintendo Switch
17795,Nintendo 3DS
17795,Xbox One
17795,PlayStation 4
17795,Nintendo Switch
17795,PC
29218,Xbox One
29218,iOS
29218,PC
29218,macOS
29218,Linux
29218,Nintendo Switch
29218,PlayStation 4
602224,PC
1378,Xbox One
1378,PlayStation 3
1378,PlayStation 4
1378,macOS
1378,PC
1378,Linux
3775,PC
3775,macOS
3775,Linux
3775,PSP
3775,PS Vita
3775,Xbox One
3775,PlayStation 4
3775,Android
507152,PC
2647,PC
2647,Xbox
2647,PlayStation 4
2647,PlayStation 3
2647,PlayStation 2
14237,PC
14237,Wii
14237,PlayStation 2
440081,Xbox Series S/X
440081,Xbox One
440081,PC
440081,PlayStation 5
4234,PC
4234,Xbox One
4234,Xbox 360
4234,PlayStation 4
4234,PlayStation 3
22512,PC
22512,macOS
58820,PC
58820,Xbox One
58820,PlayStation 4
795632,PlayStation 4
795632,PC
795632,iOS
795632,PlayStation 5
795632,Xbox Series S/X
10400,PC
9964,Nintendo Switch
9964,PlayStation 4
9964,Android
9964,Xbox One
9964,macOS
9964,Linux
9964,iOS
9964,PC
4521,Xbox 360
4521,PC
4521,PlayStation 3
4521,Xbox One
12074,Xbox 360
12074,PlayStation 3
12074,PC
47204,iOS
47204,Android
47204,PC
47204,macOS
16168,PC
66817,PlayStation 4
66817,Android
66817,iOS
43982,Xbox One
43982,Nintendo Switch
43982,PlayStation 4
43982,PC
43982,macOS
881,PC
881,Xbox One
287342,Xbox One
287342,Nintendo Switch
287342,PC
287342,macOS
287342,PlayStation 4
287342,Xbox Series S/X
287342,PlayStation 5
325094,iOS
325094,Xbox One
325094,PC
325094,Nintendo Switch
325094,PlayStation 4
325094,Android
13350,PlayStation 4
13350,Linux
13350,macOS
13350,Xbox One
13350,PC
13350,iOS
13350,Nintendo Switch
274756,Nintendo Switch
274756,PC
274756,Xbox One
274756,PlayStation 4
3849,PlayStation 4
1451,Android
1451,iOS
1451,PC
1451,macOS
1451,Linux
18290,PC
13843,Linux
13843,macOS
13843,PC
13843,Xbox One
13843,PlayStation 4
727315,PC
727315,PlayStation 5
366083,PlayStation 5
366083,Xbox Series S/X
366083,PlayStation 4
366083,Nintendo Switch
366083,macOS
366083,PC
366083,Xbox One
401808,PC
337960,macOS
337960,PC
1241,Linux
1241,macOS
1241,PC
1241,Xbox One
1241,PlayStation 4
1241,Nintendo Switch
16254,PC
16254,macOS
16254,iOS
52997,PC
52997,PlayStation
52997,Game Boy Color
52997,PlayStation 3
52997,Dreamcast
338386,Android
338386,PlayStation 4
338386,PC
338386,iOS
338386,Xbox One
338386,Nintendo Switch
19281,macOS
19281,PC
19281,Linux
17650,Linux
17650,macOS
17650,PC
17650,Xbox 360
17650,PlayStation 3
4493,PlayStation 3
4493,PlayStation 2
4493,Xbox
4493,Xbox 360
4493,Wii
4493,GameCube
4493,PC
4493,Xbox One
3121,PlayStation 3
3121,PlayStation 4
3121,PC
17768,PC
3238,Xbox One
3238,PC
326238,Xbox One
326238,Xbox Series S/X
326238,PC
9976,macOS
9976,PC
9976,Linux
4813,PC
4813,PlayStation 3
4813,Xbox 360
19377,PC
19377,Xbox 360
89,iOS
89,PC
89,macOS
89,Android
21,PC
21,Xbox One
21,PlayStation 4
391397,Xbox Series S/X
391397,PC
391397,PlayStation 5
391397,Xbox One
5718,Xbox One
5718,PC
12318,macOS
12318,PC
12318,Linux
2453,iOS
2453,Xbox 360
2453,Xbox One
2453,PC
274758,Xbox Series S/X
274758,PlayStation 4
274758,Nintendo Switch
274758,Linux
274758,macOS
274758,PC
274758,PlayStation 5
274758,Xbox One
5940,Linux
5940,Nintendo 3DS
5940,macOS
5940,iOS
5940,PC
2857,Linux
2857,Nintendo Switch
2857,PlayStation 4
2857,PC
2857,macOS
2857,Android
7536,Xbox One
7536,PC
582,PlayStation 4
582,PS Vita
582,Xbox One
582,PC
582,macOS
582,Linux
582,Nintendo Switch
3759,Xbox 360
3759,PC
3759,PlayStation 3
3759,Xbox One
12729,Xbox One
12729,macOS
12729,Nintendo DS
12729,PC
12729,Nintendo 3DS
12729,Wii
12729,Xbox 360
12729,PlayStation 3
12729,PSP
3533,PlayStation 4
3533,PS Vita
3533,PlayStation 3
3533,PC
3533,iOS
422859,PC
422859,Xbox One
422859,PlayStation 4
21717,Linux
21717,macOS
21717,PC
471027,Xbox Series S/X
471027,PlayStation 4
471027,Nintendo Switch
471027,PC
471027,Xbox One
854354,PC
58861,PlayStation 4
58861,Xbox One
58861,PC
12166,PC
12166,macOS
44931,Linux
44931,Android
44931,PlayStation 4
44931,Nintendo Switch
44931,Xbox One
44931,PC
44931,macOS
44931,iOS
11189,Xbox One
11189,PlayStation 4
11189,Nintendo Switch
11189,macOS
11189,PC
11189,Linux
59352,Xbox One
59352,PlayStation 4
59352,PC
5432,PC
5432,PlayStation 3
5432,Xbox 360
10165,PlayStation 4
10165,PC
13694,PC
13694,macOS
13694,Linux
9712,macOS
9712,PC
9712,Linux
13514,Linux
13514,Wii
13514,iOS
13514,PC
13514,macOS
20568,PC
20568,PlayStation
5115,PlayStation 4
5115,PC
5115,PlayStation
4046,PlayStation 3
4046,Xbox 360
4046,PC
58776,Xbox One
58776,PC
58776,PlayStation 4
1890,Linux
1890,iOS
1890,macOS
1890,PC
1890,Android
16961,PC
21759,PC
21759,Linux
21759,Classic Macintosh
10370,PlayStation 4
10370,PC
10370,Xbox One
10370,Nintendo Switch
10370,macOS
17094,Linux
17094,macOS
17094,PC
16264,PC
23458,PlayStation 4
23458,PC
19572,PC
19572,Xbox 360
17543,PC
17543,PS Vita
17543,PlayStation 4
17543,Xbox 360
17543,Wii U
17543,Nintendo 3DS
17543,macOS
17543,iOS
17543,Xbox One
17543,PlayStation 3
12043,macOS
12043,Linux
12043,PC
3186,PlayStation 4
15853,PC
15853,PlayStation 3
15853,Xbox 360
15853,Xbox One
13344,PC
2020,Android
2020,PC
2020,iOS
2020,Nintendo Switch
10093,PC
52998,Game Boy Color
52998,PlayStation
52998,Game Boy
52998,PC
10394,PC
1184,Xbox One
1184,PC
1184,macOS
1184,Linux
1184,Nintendo Switch
1184,PlayStation 4
58129,PC
4005,Jaguar
4005,3DO
4005,SNES
4005,Classic Macintosh
4005,Game Boy Advance
4005,PlayStation 3
4005,PC
4005,Xbox 360
4005,Xbox One
4005,iOS
4005,macOS
4519,PC
4519,Xbox 360
4519,PlayStation 3
10878,Xbox One
10878,Nintendo Switch
10878,PlayStation 4
10878,PS Vita
10878,PC
2018,iOS
2018,PC
51617,PC
4875,PC
4875,PlayStation 3
9677,macOS
9677,PC
59199,PlayStation 4
59199,Nintendo Switch
59199,macOS
59199,PC
59199,iOS
59199,Xbox One
7442,iOS
7442,macOS
7442,PC
7442,Linux
16704,macOS
16704,Linux
16704,PC
1562,PlayStation 4
1562,Linux
1562,PC
1562,iOS
1562,Android
1562,macOS
312668,PC
16434,PC
16434,macOS
272448,Xbox One
272448,Nintendo Switch
272448,PC
272448,macOS
272448,Linux
10161,macOS
10161,PC
17573,Xbox 360
17573,macOS
17573,PC
17573,Linux
10069,Xbox One
10069,PlayStation 5
10069,Xbox Series S/X
10069,PlayStation 4
10069,PC
10263,Wii
10263,macOS
10263,Linux
10263,PC
9612,PlayStation 4
9612,Nintendo Switch
9612,PC
9612,Xbox One
4033,PS Vita
4033,iOS
4033,Linux
4033,macOS
4033,PC
17993,PC
17993,macOS
17993,Linux
29179,PS Vita
29179,PlayStation 2
29179,PlayStation 3
44030,Xbox One
44030,PlayStation 4
44030,Nintendo Switch
44030,PC
10786,Xbox 360
10786,PlayStation 3
10786,PlayStation 4
10786,PC
17563,macOS
17563,PC
62897,PC
20567,PC
3871,PC
3871,PlayStation 3
3871,PS Vita
3871,Linux
3871,macOS
1195,PC
1195,PS Vita
1195,PlayStation 4
339959,PC
339959,macOS
339959,Linux
1935,Xbox One
1935,Nintendo 3DS
1935,Wii U
1935,PlayStation 3
1935,PlayStation 4
1935,PC
1935,macOS
1935,PS Vita
1935,Xbox 360
1935,Android
1935,iOS
47234,PC
47234,PlayStation 4
58779,PC
58779,Xbox Series S/X
58549,PlayStation 4
58549,Xbox One
9603,Nintendo Switch
9603,Xbox One
9603,PlayStation 4
9603,PC
440083,PlayStation 4
440083,PlayStation 5
440083,PC
440083,Xbox One
440083,Xbox Series S/X
52179,iOS
52179,PC
52179,macOS
52179,Linux
52179,Xbox One
52179,PlayStation 4
52179,Nintendo Switch
614964,PC
614964,macOS
614964,iOS
614964,PlayStation 5
13249,macOS
13249,PC
13249,Linux
45156,Linux
45156,macOS
45156,Xbox One
45156,PlayStation 4
45156,PC
754888,PC
754888,PlayStation 5
754888,Xbox Series S/X
754888,PlayStation 4
754888,Xbox One
58783,PC
58783,Xbox One
58783,Nintendo Switch
58783,PlayStation 4
23576,PS Vita
23576,PC
23576,PlayStation 4
1999,Nintendo Switch
1999,PSP
1999,PlayStation 4
1999,PlayStation 3
1999,PS Vita
1999,Nintendo 3DS
1999,Xbox 360
1999,macOS
1999,iOS
1999,Linux
1999,PC
1999,Android
10986,Nintendo Switch
10986,macOS
10986,PC
10986,Xbox One
10986,PlayStation 4
52175,Xbox One
52175,Game Boy
52175,NES
52175,Game Gear
52175,Commodore / Amiga
52175,Genesis
52175,PC
4700,Xbox 360
4700,Xbox One
4700,PlayStation 3
22448,PlayStation
22448,PC
22448,Classic Macintosh
16188,PC
16188,macOS
16188,Linux
304247,PC
304247,macOS
304247,Linux
304247,Nintendo Switch
5520,PC
5520,PlayStation 3
5520,Xbox 360
12245,PC
12245,PlayStation 4
12245,Nintendo Switch
12245,Xbox One
12245,macOS
423947,PlayStation 4
423947,PC
423947,Nintendo Switch
423947,Xbox One
11090,iOS
11090,PC
11090,macOS
11090,Linux
11090,Android
5737,iOS
5737,macOS
5737,PC
5737,Android
9606,PC
43242,PC
43242,Xbox One
4356,PlayStation 3
19212,PC
17831,Xbox 360
17831,macOS
17831,Linux
17831,PC
10130,PlayStation 4
10130,macOS
10130,Xbox One
10130,PC
17515,macOS
17515,PC
17515,Linux
20654,PlayStation 3
20654,Xbox 360
20654,PC
20654,Xbox One
19415,PC
739,Android
739,PlayStation 2
739,Linux
739,macOS
739,PC
739,iOS
578,Xbox One
578,PlayStation 4
578,PC
9540,PlayStation 4
9540,Nintendo Switch
9540,Linux
9540,macOS
9540,PC
9540,Wii U
9540,Xbox One
4418,PC
4418,PlayStation 3
4418,Xbox One
4418,Xbox 360
11737,PC
11737,Linux
11737,macOS
22749,Classic Macintosh
22749,Commodore / Amiga
22749,PC
22749,macOS
3463,PS Vita
3463,PlayStation 3
3463,PlayStation 4
3545,Wii U
3545,PlayStation 4
3545,PlayStation 3
3545,PS Vita
3545,PC
3545,macOS
12032,PC
1757,Android
1757,Linux
1757,macOS
1757,PC
1757,iOS
8845,iOS
8845,PC
8845,Android
440086,PlayStation 5
440086,Xbox Series S/X
440086,PC
440086,Xbox One
440086,PlayStation 4
1581,Android
1581,macOS
1581,PC
1581,iOS
1581,PS Vita
564757,PC
564757,Nintendo Switch
564757,Xbox Series S/X
564757,Xbox One
564757,PlayStation 5
564757,PlayStation 4
10163,Wii
10163,PC
10163,iOS
10163,Xbox One
10163,PlayStation 4
29642,PC
29642,Xbox
29642,PlayStation 2
60783,PC
60783,Xbox Series S/X
60783,Nintendo Switch
60783,PlayStation 5
60783,Xbox One
60783,PlayStation 4
19459,PC
964,PC
964,Xbox One
964,Xbox 360
964,PlayStation 4
964,Android
964,macOS
964,iOS
23165,Nintendo Switch
10301,Xbox One
10301,PC
10301,Linux
10301,PlayStation 4
45775,PlayStation 5
45775,Xbox Series S/X
45775,PC
45775,Nintendo Switch
45775,Xbox One
45775,PlayStation 4
4380,PC
4380,PlayStation 3
4380,Xbox 360
22088,PC
20194,PC
9557,PC
13035,Nintendo Switch
13035,macOS
13035,PC
13035,Linux
1794,Xbox One
1794,PlayStation 4
1794,PC
286474,macOS
286474,PC
286474,Nintendo Switch
286474,Xbox One
286474,Linux
286474,PlayStation 4
16252,Xbox One
16252,PlayStation 5
16252,Xbox Series S/X
16252,Nintendo Switch
16252,PC
16252,PlayStation 4
16252,macOS
421698,Nintendo Switch
25097,Nintendo Switch
25097,Nintendo 64
2866,Nintendo 3DS
2866,Xbox One
2866,PlayStation 3
2866,PlayStation 4
2866,PS Vita
2866,Xbox 360
2866,PC
2866,macOS
2866,Wii U
2866,iOS
3388,PlayStation 4
3388,PC
3388,Nintendo Switch
3388,Xbox One
16677,Xbox
16677,PC
16677,Linux
16677,macOS
573123,Xbox Series S/X
573123,PlayStation 5
573123,Xbox One
573123,PlayStation 4
573123,PC
573123,Nintendo Switch
10171,Xbox One
10171,PlayStation 4
10171,macOS
10171,PC
10171,Linux
10171,iOS
23659,Nintendo Switch
23659,PlayStation 4
23659,PC
17286,PC
17286,Linux
17286,macOS
17286,iOS
11434,PC
236751,PC
236751,macOS
236751,Xbox One
236751,Linux
236751,PlayStation 4
29233,PlayStation 4
29233,Nintendo Switch
29233,Linux
29233,macOS
29233,PC
29233,Xbox One
161,Xbox One
161,PlayStation 4
161,Nintendo Switch
161,PC
12726,Nintendo 3DS
12726,Wii U
12726,Wii
12726,macOS
12726,Nintendo Switch
12726,PC
12726,Linux
442847,PC
442847,Xbox One
442847,Nintendo Switch
442847,PlayStation 4
442847,Xbox Series S/X
442847,PlayStation 5
19400,Android
19400,PSP
19400,PlayStation 3
19400,PC
19400,Xbox 360
5653,PC
5653,PlayStation 3
5653,Xbox 360
20570,PC
13038,PlayStation 2
13038,Xbox One
13038,Xbox 360
13038,PC
13038,PlayStation 3
13038,PlayStation 4
13038,Xbox
13038,GameCube
657,Xbox One
657,PC
657,Xbox 360
3746,PS Vita
3746,PlayStation 3
3746,iOS
3746,PC
3746,Linux
3746,Android
3746,macOS
4475,PS Vita
22842,PC
15772,PC
50566,PC
50566,Xbox 360
50566,Xbox One
22854,macOS
22854,PC
22733,Commodore / Amiga
22733,Atari ST
22733,Classic Macintosh
22733,PC
22733,Linux
22733,macOS
764,Xbox One
764,PlayStation 3
764,PlayStation 4
764,Nintendo Switch
764,PC
379486,Nintendo Switch
379486,Xbox One
379486,PlayStation 4
379486,PC
23323,PC
23323,Linux
23323,macOS
460524,PlayStation 5
460524,PC
460524,PlayStation 4
460524,Xbox One
20457,macOS
20457,PC
45730,Xbox One
45730,Nintendo Switch
45730,PlayStation 4
45730,PC
452639,PC
452639,PlayStation 5
17742,Web
17742,PC
17742,macOS
428208,PC
428208,iOS
428208,Xbox One
428208,Nintendo Switch
15234,Android
15234,PlayStation 4
15234,PC
15234,Xbox One
15234,iOS
15234,Nintendo Switch
17636,Classic Macintosh
17636,PC
17636,macOS
17636,Linux
2446,PlayStation 4
2446,Xbox One
2446,PC
2446,macOS
54285,Commodore / Amiga
54285,SEGA CD
54285,SNES
54285,Game Gear
54285,SEGA Master System
54285,Game Boy
54285,PC
54285,Genesis
19347,Xbox 360
19347,PC
251484,iOS
251484,PC
251484,PlayStation 3
2568,PS Vita
2568,PlayStation 3
2568,PC
2568,Linux
2568,macOS
2409,Android
2409,PC
2409,iOS
34744,PC
34744,macOS
227,Nintendo Switch
227,PlayStation 4
227,Xbox One
227,PC
3304,PlayStation 4
3304,Xbox 360
3304,Android
3304,PC
3304,Linux
3304,macOS
17507,Xbox 360
17507,PC
17507,PlayStation 3
3133,Nintendo Switch
3133,Xbox One
3133,PlayStation 4
3133,PlayStation 3
3133,PC
3133,macOS
26,PlayStation 4
26,PC
4298,PlayStation 3
4298,macOS
4298,PC
4298,Linux
505918,PC
773,Xbox
773,Android
773,macOS
773,PC
773,iOS
3203,Xbox One
3203,Android
3203,PC
3203,macOS
3203,PlayStation 4
3203,iOS
16974,PC
16974,Linux
16974,macOS
28089,PlayStation 4
28089,PC
28089,Xbox One
6334,PC
6334,macOS
6334,Android
6334,iOS
6334,Linux
2483,Nintendo Switch
2483,Xbox One
2483,iOS
2483,PlayStation 4
2483,PC
385614,iOS
7769,Android
7769,Linux
7769,macOS
7769,PC
7769,iOS
17652,macOS
17652,PC
61044,PC
61044,Xbox One
61044,PlayStation 4
9786,PC
9786,macOS
4490,PlayStation 3
4490,PlayStation 2
12614,Linux
12614,PC
12614,PlayStation 4
12614,Nintendo Switch
12614,macOS
15176,PlayStation 4
15176,PC
45894,PlayStation 4
45894,Xbox One
45894,PC
15042,PC
2468,Xbox One
2468,PlayStation 4
2468,PC
21705,PC
21705,Linux
21705,macOS
21233,PC
318414,PC
11428,PC
52790,SEGA Saturn
52790,PlayStation
52790,Android
52790,Xbox 360
52790,iOS
14001,macOS
14001,Linux
14001,PC
10091,PC
10091,Linux
10091,macOS
638654,PC
638654,Xbox Series S/X
638654,PlayStation 5
50165,PlayStation 4
50165,Xbox One
50165,Nintendo Switch
50165,Android
50165,PC
50165,macOS
50165,Linux
16181,PC
5265,GameCube
5265,Xbox
5265,Classic Macintosh
5265,Game Boy Advance
5265,PS Vita
5265,PlayStation 2
5265,Xbox 360
5265,PC
5265,Wii
5265,PSP
5265,Nintendo DS
5265,PlayStation 3
4327,PlayStation 3
4327,Xbox 360
4327,PC
19306,PC
44764,PlayStation 4
44764,iOS
44764,Android
9753,PC
18914,macOS
18914,PC
18914,Linux
9734,PC
9734,macOS
9734,Linux
275611,macOS
275611,PC
275611,Web
799265,PC
799265,PlayStation 5
420977,PC
420977,Nintendo Switch
420977,Xbox One
420977,PlayStation 4
5868,Nintendo Switch
5868,Xbox One
5868,Android
5868,iOS
5868,PC
5868,PlayStation 4
723957,Android
723957,PC
723957,iOS
723957,Xbox One
723957,PlayStation 4
371832,Xbox One
371832,Nintendo Switch
371832,PlayStation 4
371832,PC
1036,Nintendo Switch
1036,PlayStation 4
1036,PC
1036,macOS
1036,Xbox One
10879,PlayStation 4
10879,Xbox One
10879,Nintendo Switch
10879,Linux
10879,PC
10879,Android
10879,macOS
4469,PlayStation 4
4469,PS Vita
4469,PlayStation 3
4469,PlayStation 2
59925,PC
59925,PlayStation 4
59925,Xbox One
46410,Xbox One
46410,PlayStation 4
46410,Nintendo Switch
46410,macOS
46410,PC
3656,PlayStation 3
3656,iOS
3656,PC
3656,macOS
3656,Linux
3656,Xbox 360
3656,Android
3656,Nintendo Switch
3882,PlayStation 3
597,Android
597,PSP
597,Linux
597,macOS
597,PC
597,iOS
597,Nintendo 3DS
597,Wii U
597,PlayStation 3
44093,Nintendo Switch
44093,PlayStation 4
44093,Xbox One
449164,Android
449164,iOS
449164,PC
449164,macOS
43855,PC
4420,PlayStation 3
4420,Linux
4420,PC
933,Xbox One
933,PlayStation 4
933,Nintendo Switch
933,PC
457729,PC
457729,Xbox One
457729,Nintendo Switch
457729,PlayStation 4
457729,Xbox Series S/X
457729,PlayStation 5
3594,PS Vita
3594,PSP
3594,iOS
3594,PC
3594,macOS
3594,Linux
3594,PlayStation 4
58084,PC
58084,PlayStation 4
58084,Xbox One
58084,Nintendo Switch
58084,Nintendo 3DS
9499,PC
17022,macOS
17022,PC
17022,Linux
12893,Nintendo Switch
12893,PC
12893,Linux
12893,iOS
12893,macOS
17337,PC
11112,PC
11112,Linux
51081,Nintendo Switch
51081,PC
51081,Android
51081,iOS
51081,Xbox One
51081,PlayStation 4
51081,macOS
51081,Linux
17093,PlayStation 4
17093,Xbox One
17093,Nintendo Switch
17093,macOS
17093,PC
17093,Linux
17093,Android
17093,iOS
17004,Nintendo Switch
17004,Xbox One
17004,PC
17004,macOS
17004,Linux
17949,Xbox One
17949,PC
17949,PlayStation 3
17949,PlayStation 4
17949,Xbox 360
302369,Xbox One
302369,PC
302369,Nintendo Switch
302369,PlayStation 4
13834,PC
13834,macOS
13834,Linux
58551,PC
58551,Xbox One
58551,Nintendo Switch
58551,iOS
58551,PlayStation 4
14000,macOS
14000,Linux
14000,PC
20958,PC
20958,PlayStation 2
20958,Xbox
20958,GameCube
14983,macOS
14983,PC
368952,PlayStation 4
368952,Nintendo Switch
368952,PC
368952,Xbox Series S/X
368952,PlayStation 5
368952,Xbox One
20828,PC
20828,Xbox 360
545033,PlayStation 5
545033,Xbox Series S/X
545033,PC
545033,Xbox One
545033,PlayStation 4
16972,PC
479695,macOS
479695,PlayStation 4
479695,Xbox Series S/X
479695,PlayStation 5
479695,Xbox One
479695,PC
21126,macOS
21126,PC
326228,PC
326228,Xbox One
326228,Nintendo Switch
326228,PlayStation 4
11972,PlayStation 4
11972,macOS
11972,PC
11972,Linux
19530,macOS
19530,PC
4398,Nintendo DS
4398,PlayStation 3
4398,Xbox 360
4398,PC
4398,macOS
61964,PC
61964,macOS
61964,Linux
275681,PlayStation 4
275681,Xbox One
275681,PC
30,PlayStation 4
4747,Xbox 360
4747,PlayStation 3
4747,Xbox One
4747,PC
18164,PC
3294,Nintendo 3DS
3294,Wii U
3294,Xbox 360
3294,PlayStation 4
3294,PS Vita
3294,Xbox One
