game_id,platform
313748,macOS
313748,Linux
61004,PC
61004,macOS
61004,iOS
60633,PC
14659,PC
13716,PC
4529,Xbox One
4529,Xbox 360
4529,Wii
4529,PlayStation 3
4529,Nintendo Switch
4529,PC
22318,PC
368,iOS
368,PC
368,Android
571696,PC
571696,Nintendo Switch
796094,PC
13186,Linux
13186,macOS
13186,PC
13186,iOS
16220,PC
16220,iOS
35818,GameCube
35818,Xbox
35818,Game Boy Advance
35818,PC
35818,PlayStation 2
5686,Xbox 360
5686,PC
5686,Nintendo DS
5686,PlayStation 3
36858,PC
616690,PC
616690,PlayStation 5
616690,Xbox Series S/X
46058,PC
15343,PC
302977,Nintendo Switch
302977,PC
302977,macOS
302977,Xbox One
302977,PlayStation 4
302977,Android
302977,iOS
17212,macOS
17212,PC
17212,Linux
14004,Xbox
14004,PC
22872,Dreamcast
22872,PlayStation
22872,PC
58920,PC
58920,iOS
58920,Nintendo DS
58920,PS Vita
11544,PC
50119,Nintendo Switch
50119,Xbox Series S/X
50119,PC
50119,Xbox One
61584,PC
61584,PlayStation 4
61584,iOS
61584,Wii
61584,PlayStation 3
61584,PSP
61584,Android
285650,PlayStation 3
285650,Xbox 360
617209,PC
617209,Xbox Series S/X
277932,PC
452664,PlayStation 5
452664,Xbox Series S/X
452664,PlayStation 4
452664,Nintendo Switch
452664,PC
452664,Xbox One
570171,PC
570171,macOS
570171,Linux
570171,Nintendo Switch
914795,PC
992,PS Vita
992,PC
17260,Android
17260,Linux
17260,PC
17992,macOS
17992,iOS
17992,PC
2430,PlayStation 4
2430,Nintendo Switch
2430,macOS
2430,Linux
2430,PC
37923,PC
2506,PS Vita
2506,PlayStation 4
16529,PC
53461,Game Boy Advance
53461,iOS
53461,PC
53461,Nintendo 3DS
53461,Nintendo DS
53461,Wii
53461,Android
776267,PlayStation 5
776267,PC
776267,PlayStation 4
39187,PC
48930,PlayStation 4
48930,PC
16558,PC
16558,Linux
23308,Xbox One
23308,PlayStation 4
38991,PC
38991,Xbox 360
38991,PlayStation 3
18079,iOS
18079,Wii U
18079,PC
18079,Linux
18079,macOS
331009,PlayStation 4
331009,PlayStation 2
387244,PC
36390,PC
36390,PlayStation 2
36390,Xbox
12690,PC
17045,Linux
17045,PC
17045,macOS
26174,PlayStation 2
26174,PlayStation 3
26174,Xbox 360
26174,PC
26174,Wii
16298,PC
969003,PC
14652,PC
28526,Xbox 360
28458,PC
28458,Xbox 360
44215,PlayStation 4
44215,Xbox One
44215,PC
20007,PC
17939,macOS
17939,PC
295094,Xbox One
295094,PC
295094,PlayStation 4
20023,iOS
20023,PC
20023,macOS
20023,Linux
20023,Android
571689,PC
963212,PC
963212,PlayStation 4
963212,PlayStation 5
963212,Xbox Series S/X
387242,Linux
387242,macOS
387242,PC
5591,PlayStation 3
5591,PC
5591,Xbox 360
22346,PC
22346,macOS
22346,Linux
11100,PC
9846,macOS
9846,PC
9846,Linux
9846,Xbox One
5143,Dreamcast
5143,PlayStation
5143,PC
419293,PC
419293,Xbox One
419293,Nintendo Switch
419293,PlayStation 4
419293,PlayStation 5
419293,Xbox Series S/X
5160,PSP
1515,PC
1515,iOS
1515,macOS
62238,Linux
62238,macOS
62238,PC
62238,Nintendo Switch
20355,Android
20355,macOS
20355,PC
19849,PC
13908,macOS
13908,PC
13908,Linux
14102,macOS
14102,PC
14102,Linux
520350,macOS
520350,PC
520350,Xbox One
520350,iOS
520350,Nintendo Switch
520350,PlayStation 4
19344,PC
428046,macOS
428046,PC
13492,PC
13492,Linux
827,macOS
827,Android
827,PC
827,iOS
19918,macOS
19918,PC
19918,Linux
20107,PC
19651,PSP
19651,PlayStation 3
19651,Xbox 360
19651,PC
18995,Xbox 360
18995,PC
11906,PC
11906,iOS
17141,Classic Macintosh
17141,PC
17141,macOS
17141,Linux
266205,PlayStation 4
266205,PC
266205,Xbox One
266205,Nintendo Switch
17895,macOS
17895,PC
17895,Linux
3749,PlayStation 3
3749,Xbox 360
3749,PC
20197,PC
15445,PC
20651,PC
20651,iOS
20651,macOS
44791,PS Vita
16628,macOS
16628,PC
16628,Android
16628,iOS
2928,Xbox One
2928,Wii U
2928,PlayStation 4
2928,Nintendo Switch
2928,macOS
2928,PC
21241,PC
11023,macOS
11023,PC
11023,Linux
15334,iOS
15334,PC
15334,macOS
15334,Linux
15334,Android
269532,iOS
269532,PC
13612,PC
13612,iOS
13612,Android
13612,Linux
13612,macOS
27159,Nintendo 3DS
28383,Xbox 360
14741,PC
311735,PC
311735,macOS
311735,Linux
10561,PC
981791,PC
981791,macOS
981791,PlayStation 5
981791,Xbox Series S/X
17541,PC
51622,PC
678592,Xbox Series S/X
678592,Nintendo Switch
678592,PC
678592,Xbox One
678592,PlayStation 5
678592,PlayStation 4
16598,PC
969496,PC
19498,PC
8096,PC
8096,Linux
8096,macOS
8096,iOS
5883,Nintendo 3DS
5883,PC
5883,iOS
5883,Android
21460,macOS
21460,PC
12394,PC
15593,PC
6320,PC
6320,iOS
6320,macOS
7087,PC
7087,Android
7087,Classic Macintosh
7087,iOS
7087,macOS
7087,Linux
18341,PC
5567,Xbox 360
5567,PlayStation 3
16522,macOS
16522,PC
16522,Linux
428077,PC
4391,Wii
4391,PlayStation 3
4391,Xbox 360
4391,PC
254576,PC
15964,macOS
15964,PC
15964,PlayStation 4
257385,PC
537745,PC
20214,PC
16447,PC
51489,Xbox One
51489,PlayStation 4
3525,PlayStation 3
3525,Xbox 360
3525,PC
14577,PC
22427,PC
3275,Xbox One
3275,Xbox 360
14090,PC
15968,PlayStation 4
15968,PC
15968,Nintendo Switch
15968,PlayStation 3
15968,PS Vita
536941,PC
11615,PlayStation 4
11615,Nintendo Switch
11615,PC
14769,PC
20772,macOS
20772,PC
892898,PlayStation 5
892898,Xbox Series S/X
892898,PC
46979,PC
20198,PC
16910,macOS
16910,PC
16910,Linux
25178,Nintendo 64
20780,PC
20780,macOS
28292,PlayStation 3
28292,Xbox 360
13033,PC
442866,Nintendo Switch
28392,PC
28392,Nintendo Switch
28392,Xbox 360
42257,PC
42257,PlayStation 3
13125,PC
3007,PC
3007,PlayStation 3
3007,Xbox 360
3007,macOS
274763,PC
49376,Nintendo Switch
49376,PC
49376,Xbox One
15795,macOS
15795,PC
12974,Web
12974,macOS
12974,PC
17786,PC
17786,macOS
17786,Linux
22792,PC
22792,macOS
269354,PC
269354,macOS
269354,Linux
269354,Android
269354,iOS
32232,Classic Macintosh
32232,iOS
32232,PC
32232,macOS
32232,PlayStation
32232,Android
19575,PC
13239,PC
18282,PC
58701,PlayStation 4
58701,Xbox One
28546,PlayStation 3
28546,Xbox 360
19529,PC
19529,macOS
20663,PC
257237,PlayStation 4
257237,PS Vita
17709,PC
17709,Linux
19260,macOS
19260,PC
19260,Linux
270757,macOS
270757,PC
442869,Xbox One
442869,PlayStation 4
442869,PC
442869,Nintendo Switch
16195,PlayStation 3
16195,PS Vita
16195,PC
2564,PlayStation 3
2564,PlayStation 4
17943,PC
17943,macOS
17943,Linux
15476,macOS
15476,PC
15476,Linux
19242,PlayStation 3
19242,PC
14079,PC
14079,PlayStation 4
14079,Xbox One
1916,Xbox One
1916,PlayStation 4
1916,Nintendo Switch
1916,Android
1916,PC
1916,iOS
911543,PC
911543,Xbox Series S/X
911543,PlayStation 4
911543,Xbox One
254547,Linux
254547,PC
254547,macOS
10636,PC
17821,PC
17821,Linux
17821,macOS
427892,PC
674334,PC
674334,Xbox One
804768,PC
16643,PC
3778,PS Vita
3778,macOS
3778,PC
15897,PC
772603,Xbox One
772603,PlayStation 4
772603,Nintendo Switch
772603,PC
24138,Game Boy Advance
24138,NES
9762,macOS
9762,PC
9762,Linux
2071,PC
2071,macOS
2071,PlayStation 4
6579,Android
6579,macOS
6579,PC
6579,Linux
6579,iOS
16509,PC
1505,Xbox One
1505,Linux
1505,macOS
1505,PC
16459,PC
14880,PC
14880,macOS
14880,Linux
14691,Linux
14691,Nintendo Switch
14691,PC
14691,Android
14691,macOS
14691,iOS
650667,Xbox Series S/X
650667,Nintendo Switch
650667,PC
650667,Xbox One
650667,PlayStation 4
650667,PlayStation 5
966216,PC
966216,Nintendo Switch
19171,macOS
19171,PC
19171,Linux
9851,PC
29839,macOS
29839,PC
29839,Atari ST
29839,Classic Macintosh
29839,SEGA CD
29839,Commodore / Amiga
16054,macOS
16054,PC
748636,iOS
748636,PC
748636,macOS
748636,Linux
28170,PC
964000,Xbox Series S/X
964000,PlayStation 5
964000,PC
6628,Xbox One
6628,PlayStation 4
6628,PC
961200,PC
961200,PlayStation 5
961200,Xbox Series S/X
16433,PC
311820,iOS
311820,PC
311820,Android
4885,PlayStation 3
4885,Xbox 360
4885,PC
44377,Nintendo Switch
44377,PlayStation 4
44377,Xbox One
44377,PC
304182,PlayStation 5
304182,Xbox Series S/X
304182,PlayStation 4
304182,Nintendo Switch
304182,PC
304182,Xbox One
304182,iOS
46232,PlayStation 4
46232,Nintendo Switch
46232,PC
17619,macOS
17619,Linux
17619,PC
392411,PC
18528,Linux
18528,macOS
18528,PC
17797,macOS
17797,PC
17797,Linux
18630,PC
13160,PC
50771,PC
8665,iOS
8665,PC
8665,macOS
3176,PlayStation 4
3176,Nintendo Switch
3176,PC
4004,PlayStation 3
4004,macOS
4004,PC
13277,macOS
13277,PC
13277,iOS
26042,PlayStation 2
26042,Wii
26042,PlayStation 3
647625,PC
647625,Xbox One
351003,Linux
351003,macOS
351003,PC
295080,PC
3593,Xbox One
3593,Xbox 360
3593,PlayStation 3
3593,PlayStation 4
2105,macOS
2105,PC
2105,iOS
802170,PC
62351,PC
62351,PlayStation 4
1300,PC
1300,Android
1300,iOS
12034,PC
23522,Linux
23522,PC
12592,PC
15173,PC
15303,PC
15303,Linux
15303,macOS
7527,Linux
7527,macOS
7527,Android
7527,iOS
7527,PC
802455,PC
415364,Xbox One
415364,Nintendo Switch
415364,PC
415364,macOS
415364,Linux
373511,Nintendo Switch
4774,Xbox 360
4774,PlayStation 3
231,PlayStation 4
231,PC
21147,macOS
21147,PC
52879,Nintendo 64
52879,PlayStation
52879,PC
836798,PC
836798,PlayStation 5
836798,Xbox Series S/X
836798,Xbox One
836798,PlayStation 4
18547,PC
20467,PC
20467,macOS
5145,macOS
5145,PC
5145,PSP
62657,PlayStation 4
62657,Xbox One
62657,PC
62657,Nintendo Switch
24961,PlayStation 2
24961,Game Boy Advance
24961,Xbox
24961,Nintendo DS
24961,PC
24961,GameCube
14975,Genesis
14975,Game Gear
14975,SEGA Master System
14975,Classic Macintosh
14975,Android
14975,Nintendo 3DS
14975,PC
14975,iOS
14975,Wii
14975,Linux
3227,PS Vita
3227,PlayStation 4
3227,PC
326219,Xbox One
326219,PC
326219,PlayStation 4
17497,Nintendo Switch
17497,Linux
17497,PC
17497,iOS
17497,macOS
16900,macOS
16900,PC
3873,PS Vita
3873,Nintendo 3DS
840789,PC
409543,PC
20095,PC
5808,Android
5808,macOS
5808,PC
5808,iOS
3034,Nintendo Switch
3034,Wii U
3034,PlayStation 3
3034,PC
3034,PS Vita
3034,PlayStation 4
3034,Xbox One
15665,PC
15665,macOS
15665,Linux
15508,macOS
15508,PC
15508,Linux
7548,iOS
7548,macOS
7548,PC
9809,Linux
9809,macOS
9809,PC
10114,Nintendo Switch
10114,PC
10114,Linux
10114,macOS
61148,PC
61148,Nintendo Switch
61148,PlayStation 4
65336,PC
19589,PC
619944,PC
22959,PC
60247,PC
618732,Xbox Series S/X
618732,Xbox One
618732,PC
19571,PC
19571,Xbox 360
20111,PC
16632,Linux
16632,macOS
16632,PC
47463,Xbox One
47463,PlayStation 4
47463,PC
13607,PC
13607,macOS
13607,Linux
15679,PC
15679,macOS
15679,Linux
2407,PlayStation 4
2407,PlayStation 2
51170,macOS
51170,PC
17397,PC
9435,Xbox One
9435,PlayStation 4
9435,PC
9435,macOS
9435,Linux
29276,PC
17168,Nintendo Switch
17168,iOS
17168,PlayStation 4
17168,macOS
17168,PC
19282,PC
21727,iOS
21727,PC
21727,macOS
20638,PC
14941,Linux
14941,macOS
14941,PC
849517,PlayStation 5
849517,PC
849517,Xbox Series S/X
496696,PC
62506,Nintendo Switch
62506,Xbox One
62506,PC
62506,macOS
62506,PlayStation 4
53460,PC
53460,Game Boy Advance
53460,Android
53460,Wii
53460,Nintendo DS
53460,iOS
399391,PC
247058,Xbox One
247058,PC
247058,Nintendo Switch
247058,PlayStation 4
362880,PlayStation 5
362880,PlayStation 4
362880,Nintendo Switch
362880,PC
362880,macOS
18456,macOS
18456,PC
18456,Linux
20902,PC
830039,PC
830039,Nintendo Switch
17492,PC
17492,macOS
17492,Linux
21047,PC
16574,PC
17592,PC
576532,Xbox One
576532,iOS
576532,macOS
576532,PC
576532,Nintendo Switch
576532,PlayStation 4
21031,PC
758571,PC
21432,PC
11932,PC
28696,Xbox 360
28696,PC
28696,PlayStation 3
11241,macOS
11241,PC
11241,Linux
53747,NES
616677,PC
616677,PlayStation 5
616677,Xbox Series S/X
17296,PC
17296,Xbox One
9866,PlayStation 4
9866,PC
5607,PC
5607,Wii
5607,Xbox 360
5607,PlayStation 2
5607,PlayStation 3
667649,PC
667649,PlayStation 5
667649,Xbox Series S/X
647660,macOS
647660,PC
647660,PlayStation 5
647660,Xbox Series S/X
17259,PC
4495,PlayStation 3
4495,Xbox 360
4495,PC
12441,PC
53506,PC
53506,Game Boy Advance
53506,PlayStation
53506,SNES
53506,Genesis
10792,PC
10792,PS Vita
10792,PlayStation 3
10792,PlayStation 4
17144,Linux
17144,macOS
17144,iOS
17144,PC
2682,PlayStation 4
2682,PC
2682,PS Vita
393544,PC
34801,GameCube
34801,Xbox
34801,PlayStation 2
34801,PC
525,PC
525,Xbox One
525,PlayStation 3
525,PlayStation 4
525,iOS
525,Android
9535,Xbox One
9535,Linux
9535,macOS
9535,PC
3357,PC
3357,PSP
3357,PlayStation 4
3357,PS Vita
20089,PC
20089,Android
13545,PC
14226,PC
23400,PC
13838,PC
18816,PC
29066,Xbox 360
29066,Xbox One
17886,PC
4802,Wii
4802,PlayStation 3
17143,macOS
17143,PC
17143,Linux
60769,Nintendo Switch
60769,macOS
60769,PC
10541,PC
10541,macOS
15667,PC
327216,PC
327216,Xbox Series S/X
327216,Xbox One
327216,PlayStation 5
327216,PlayStation 4
30799,Android
30799,PC
30799,macOS
22463,PC
17383,Android
17383,Linux
17383,macOS
17383,PC
16767,PC
4472,PS Vita
62406,Linux
62406,macOS
62406,PlayStation 4
62406,Nintendo Switch
62406,PC
62406,iOS
62406,Xbox One
15512,3DO
15512,Classic Macintosh
15512,iOS
15512,PC
616687,PlayStation 5
616687,Xbox Series S/X
616687,PlayStation 4
616687,PC
616687,Nintendo Switch
616687,Xbox One
13006,Linux
13006,macOS
13006,PC
244726,PlayStation 3
244726,PS Vita
244726,PlayStation 2
13494,PC
13494,Linux
30025,PC
30025,iOS
1287,Xbox One
1287,PlayStation 4
1287,Nintendo Switch
1287,PC
13486,PC
16690,PC
31397,Classic Macintosh
31397,PC
21159,PC
19517,Xbox 360
19517,PC
9517,macOS
9517,Linux
9517,PC
17580,macOS
17580,Linux
17580,PC
18829,PC
46930,Android
46930,PC
46930,iOS
16327,PC
16327,iOS
13473,PlayStation 4
13473,Xbox One
13473,Nintendo Switch
13473,PC
18273,macOS
18273,PC
15843,macOS
15843,PC
15843,Linux
22402,PC
19170,PC
4742,PlayStation
37212,PC
18496,PC
51335,PC
51335,PlayStation 4
51335,Nintendo Switch
16139,PC
23570,PC
578182,PlayStation 5
578182,Xbox Series S/X
578182,PC
578182,Nintendo Switch
311787,PlayStation 4
311787,Xbox One
311787,PC
11280,PC
406002,PlayStation 4
406002,Xbox One
406002,Nintendo Switch
406002,PC
24170,Wii
24170,Wii U
313802,PlayStation 4
313802,Nintendo Switch
313802,PC
313802,Xbox One
270657,PC
481889,PC
24182,Wii U
840776,PlayStation 4
840776,Xbox One
840776,Xbox Series S/X
840776,PlayStation 5
840776,PC
690727,PC
16418,PC
9848,PC
383623,Nintendo Switch
383623,PC
17489,PC
17489,macOS
17489,Linux
595,PlayStation 4
595,Wii U
595,Nintendo Switch
595,PC
244746,PC
244746,Nintendo Switch
244746,PlayStation 4
244746,Xbox One
23216,PlayStation 4
28386,Xbox 360
28386,Xbox One
28386,PC
15542,Nintendo Switch
15542,Xbox One
15542,PlayStation 4
15542,Android
15542,PC
15542,macOS
17872,PC
17872,macOS
17872,Linux
255825,PC
255825,Nintendo Switch
255825,PlayStation 4
2636,PlayStation 4
2636,PC
2636,Linux
2636,macOS
59227,PlayStation 4
59227,PlayStation 5
18930,PC
18930,macOS
18930,Linux
457730,Xbox One
457730,PlayStation 4
457730,Xbox Series S/X
457730,PC
12181,PC
12181,Linux
12181,macOS
12058,Nintendo Switch
12058,PC
16601,PC
2009,iOS
2009,PC
2009,Android
15405,PC
15405,macOS
52169,iOS
52169,macOS
52169,Android
52169,PC
21591,PC
21591,macOS
23189,macOS
23189,Linux
23189,PC
15630,PC
18034,Linux
18034,macOS
18034,PC
18034,Android
23630,PC
53378,Xbox
53378,Game Boy Advance
53378,GameCube
53378,Xbox 360
53378,PlayStation 2
53378,Classic Macintosh
53378,PlayStation 3
53378,PSP
53378,PC
28971,PC
28971,Xbox 360
28971,PlayStation 2
16425,iOS
16425,Android
16425,macOS
16425,Linux
16425,PC
12286,Xbox One
12286,PlayStation 4
12286,Nintendo Switch
12286,iOS
12286,macOS
12286,Linux
12286,PC
1379,PS Vita
1379,PlayStation 4
1379,PC
1379,PlayStation 3
768,PC
768,iOS
334539,iOS
334539,macOS
334539,PC
17635,Linux
17635,macOS
17635,PC
59765,PlayStation 4
59765,Xbox Series S/X
59765,PlayStation 5
59765,PC
5328,Xbox 360
5328,PlayStation 3
46689,macOS
46689,PC
13762,PC
62775,PC
62775,macOS
59868,PC
4462,PS Vita
14552,PC
17003,PC
17003,Linux
17003,iOS
17003,macOS
18696,PC
18696,Wii
40205,Xbox 360
40205,PC
40205,PlayStation 3
341329,PC
16876,PC
1616,macOS
1616,Android
1616,PC
1616,iOS
19499,PlayStation 3
19499,Xbox 360
19499,Nintendo Switch
19499,PC
354377,Android
354377,iOS
354377,PC
15205,PC
45944,PC
14407,macOS
14407,PC
14407,iOS
60871,Android
60871,iOS
60871,PC
60871,macOS
22540,PC
484816,Nintendo Switch
484816,Xbox One
484816,PC
484816,PlayStation 4
263566,Xbox One
263566,PC
263566,Nintendo Switch
263566,PlayStation 4
263566,macOS
13456,PC
20745,PC
881441,PC
881441,macOS
881441,iOS
881441,Android
16307,PC
16307,iOS
3199,Xbox One
3199,PlayStation 4
3199,PC
2061,Xbox One
2061,PlayStation 4
2061,PC
2061,Android
2061,iOS
18878,PC
650646,Xbox One
650646,Nintendo Switch
650646,PC
650646,PlayStation 4
650646,Xbox Series S/X
650646,PlayStation 5
29279,PC
807136,PC
16317,PC
11119,PC
11119,Linux
11119,macOS
15715,macOS
15715,PC
13195,PC
18548,macOS
18548,PC
9321,Game Boy Advance
9321,Wii
9321,Android
9321,PC
9321,iOS
48926,PC
59304,Android
59304,PC
59304,iOS
20809,Web
20809,Android
20809,PC
20402,Linux
20402,PC
20402,macOS
11645,PC
18493,macOS
18493,PC
18493,Android
16105,PC
43755,Nintendo 3DS
720945,PC
47171,macOS
47171,PC
18239,Linux
18239,macOS
18239,PC
9794,Linux
9794,macOS
9794,PC
586059,PC
93803,PC
93803,macOS
22678,Game Boy Color
22678,Classic Macintosh
22678,PC
850698,PC
850698,PlayStation 5
850698,Xbox Series S/X
23497,PC
5498,Genesis
5498,Commodore / Amiga
5498,3DO
5498,SNES
5498,Game Gear
5498,SEGA Master System
5498,Classic Macintosh
5498,NES
5498,PlayStation
5498,Game Boy
5498,PlayStation 3
5498,PC
5498,iOS
5498,Atari ST
23833,Wii
23833,Wii U
23833,Nintendo Switch
23833,Nintendo 64
16322,PC
52799,PlayStation
18033,Nintendo Switch
18033,macOS
18033,Linux
18033,iOS
18033,PC
20122,iOS
20122,PC
20122,Linux
20122,macOS
811874,Linux
811874,macOS
811874,PC
22870,GameCube
22870,Xbox
22870,PlayStation 2
22870,PC
692,Nintendo Switch
692,PC
692,iOS
1864,Game Boy Color
1864,iOS
1864,PC
1864,Android
1864,PlayStation
1864,Classic Macintosh
1864,Nintendo 64
44425,PC
589198,PlayStation 5
589198,Xbox Series S/X
589198,PlayStation 4
589198,Nintendo Switch
589198,PC
589198,Xbox One
9593,PC
9593,PlayStation 4
9593,Xbox One
522975,PC
522975,Nintendo Switch
522975,PlayStation 4
3851,Xbox One
3851,PlayStation 3
3851,PlayStation 4
3851,Xbox 360
3126,PlayStation 3
3126,PC
3126,PlayStation 4
17957,PC
18627,PC
11013,Linux
11013,PC
4454,PS Vita
619475,PC
619475,PlayStation 4
619475,Xbox One
619475,Nintendo Switch
15767,PC
15767,Linux
15767,Android
15767,macOS
15767,iOS
20875,iOS
20875,PC
16933,PC
16933,macOS
776260,PlayStation 5
776260,Xbox Series S/X
776260,PlayStation 4
776260,PC
776260,Xbox One
19051,PC
41273,PC
15882,PC
15882,macOS
20271,PC
44190,PC
11568,PC
42235,PC
42235,Xbox One
28537,PSP
28537,Xbox 360
28537,Nintendo DS
238395,Wii U
238395,Xbox 360
238395,Xbox One
238395,Wii
238395,Nintendo Switch
238395,PlayStation 4
18078,macOS
18078,PC
17695,macOS
17695,PC
21087,PC
20161,PC
20161,macOS
244882,Xbox One
60782,PC
6078,PC
6078,iOS
16452,PC
16452,PlayStation 2
16452,Xbox
16452,Wii
16452,macOS
16239,PC
7919,iOS
7919,PC
11918,macOS
11918,PC
11918,Linux
16320,iOS
16320,PC
494394,Nintendo Switch
494394,PC
21249,iOS
21249,PC
21249,Xbox 360
12297,macOS
12297,PC
17593,macOS
17593,PC
20846,PC
20846,macOS
60808,macOS
60808,PC
60808,Linux
14655,macOS
14655,PC
14655,Linux
23208,Web
23208,macOS
23208,PC
23208,Android
23208,iOS
11300,PC
5596,PlayStation 3
5596,PlayStation 4
5596,PSP
19456,macOS
19456,PC
19456,iOS
64275,PC
850705,PC
850705,PlayStation 5
850705,Xbox Series S/X
16998,PC
13821,PC
13821,macOS
13821,Linux
10395,PC
25557,SNES
58825,Nintendo Switch
58825,PC
14760,Linux
14760,PC
14760,macOS
720949,PC
15874,PC
18871,PC
309900,PlayStation 4
309900,Xbox One
17866,PC
17866,macOS
20914,PC
14007,PC
20421,PC
39530,PC
39530,PlayStation 3
3173,PC
3173,PlayStation 4
3173,Xbox One
20179,Linux
20179,PC
2193,Xbox One
2193,PC
2193,macOS
2193,Linux
2193,PlayStation 4
52949,PlayStation
52949,Android
52949,iOS
49079,PC
49079,PlayStation 4
27967,Wii U
16853,PlayStation 3
16853,PS Vita
16853,PC
23516,Android
23516,PC
23516,iOS
1539,Xbox One
1539,PlayStation 4
1539,macOS
1539,Linux
1539,PC
19683,PC
62520,Xbox One
62520,PlayStation 4
62520,Nintendo Switch
62520,PC
20106,PC
21216,PC
16524,macOS
16524,Linux
16524,PC
4006,Xbox 360
4006,PlayStation 3
4006,Xbox One
5715,Xbox One
5715,Xbox 360
16842,PC
19474,PC
19659,PC
573126,PlayStation 5
573126,PC
573126,Nintendo Switch
573126,Xbox One
573126,PlayStation 4
573126,Xbox Series S/X
3431,Xbox One
3431,PlayStation 4
3431,PlayStation 3
3431,Xbox 360
3431,Nintendo Switch
12003,PC
15315,PC
8602,Xbox 360
8602,PlayStation 3
8602,Nintendo DS
8602,Linux
8602,macOS
8602,PC
8602,Android
8602,iOS
355232,PC
355232,iOS
3221,macOS
3221,PS Vita
3221,Nintendo Switch
3221,PC
20726,PC
20726,macOS
248400,PlayStation 5
248400,PC
248400,Xbox Series S/X
19998,macOS
19998,PC
19998,Xbox One
19998,Wii U
19998,PS Vita
19998,PlayStation 4
19998,PlayStation 3
35646,PC
44522,Linux
44522,Web
44522,PC
44522,macOS
20294,Linux
20294,macOS
20294,PC
17537,PC
17537,Nintendo Switch
23592,PC
23592,macOS
44765,PlayStation 4
367056,PlayStation 4
367056,Nintendo Switch
367056,Xbox One
367056,PC
666416,PC
18306,PC
50739,PC
13686,macOS
13686,PC
13686,Linux
13686,Xbox One
13686,PlayStation 4
28347,Xbox 360
58866,PC
21293,Wii
21293,PC
2382,PlayStation 3
2382,Xbox 360
2382,PC
17963,PC
17091,macOS
17091,PC
17091,Linux
403795,PC
12827,PC
2397,PlayStation 4
2397,Nintendo Switch
2397,macOS
2397,Linux
2397,PC
2397,iOS
15946,PC
15946,macOS
608685,PC
618709,PC
618709,Xbox Series S/X
16963,PC
15069,PC
9772,PC
678642,Xbox One
678642,Nintendo Switch
678642,PlayStation 4
678642,PC
678642,macOS
678642,Linux
678642,Xbox Series S/X
22458,Nintendo Switch
22458,Linux
22458,macOS
22458,PC
3806,PlayStation 4
3806,PlayStation 3
3806,PC
10408,PlayStation 4
10408,Xbox One
10408,PC
20322,PC
26226,Wii
26226,PSP
26226,PlayStation 2
60189,PC
18115,macOS
18115,PC
18115,Linux
46181,PlayStation 4
46181,Xbox One
46181,Nintendo Switch
46181,PC
21696,iOS
21696,macOS
21696,PC
16324,PC
16324,iOS
4447,PS Vita
275672,PC
15521,macOS
15521,PC
15521,Linux
19791,PC
19791,macOS
19791,Linux
270722,PC
270722,Xbox One
270722,Nintendo Switch
270722,Xbox Series S/X
4140,PS Vita
60631,PC
19704,PC
52332,PSP
21012,Xbox 360
21012,PC
14825,PC
44961,macOS
44961,Linux
44961,PC
3032,PS Vita
3032,PlayStation 4
3032,PlayStation 3
3032,PC
3032,Xbox One
61916,PC
10153,iOS
10153,PC
21560,PC
19687,PC
1328,PC
1328,PlayStation 4
1328,Xbox One
4983,PC
4983,PlayStation 3
20172,PC
17669,PC
17669,macOS
60178,PC
59704,PC
20613,PC
10768,PC
16460,macOS
16460,PC
16770,macOS
16770,PC
4296,PC
4296,PlayStation 3
58772,Xbox One
58772,PC
16927,PC
481904,PSP
481904,PlayStation 3
481904,Nintendo Switch
481904,macOS
481904,PC
21458,PC
21458,iOS
1206,Linux
1206,Xbox One
1206,PlayStation 4
1206,PC
18154,PC
27988,Xbox 360
27988,PlayStation 4
27988,Xbox One
27988,iOS
27988,Wii U
27988,PlayStation 3
19488,PC
20508,macOS
20508,PC
20508,Linux
19376,macOS
19376,PC
16505,PC
16772,PC
16937,PC
50350,PC
983381,PC
983381,PlayStation 5
983381,Xbox Series S/X
17072,PC
618663,PC
618663,Xbox Series S/X
11605,PC
16310,PC
15595,PC
710,PlayStation 4
710,PC
9921,Android
9921,macOS
9921,PC
9921,Linux
9921,iOS
60101,iOS
60101,PC
60101,Nintendo Switch
60101,PlayStation 4
19146,Linux
19146,PC
19146,macOS
4362,PS Vita
21674,PC
11969,PC
60833,PC
60833,macOS
60833,Linux
19401,PC
484814,Xbox Series S/X
484814,PC
484814,PlayStation 4
484814,Xbox One
743,iOS
743,PC
743,Android
323064,macOS
323064,PC
323064,Nintendo Switch
21805,PC
21805,macOS
14755,PC
17648,PC
17648,macOS
10126,macOS
10126,PC
23658,macOS
23658,iOS
23658,PC
23658,Linux
16984,PC
962108,PlayStation 5
962108,Xbox Series S/X
962108,PlayStation 4
962108,Xbox One
962108,PC
2330,PS Vita
2330,PlayStation 4
2330,PC
2330,Linux
2330,macOS
11809,Android
11809,macOS
11809,PC
11809,iOS
11809,Linux
20884,PC
20884,macOS
619776,PC
19975,macOS
19975,PC
19975,Linux
19975,iOS
19975,Android
18088,macOS
18088,PC
18088,Linux
18088,Android
9958,macOS
9958,PC
9958,Linux
19807,macOS
19807,PC
19807,Linux
19340,PC
19395,PC
2899,Android
2899,Nintendo Switch
2899,PC
2899,Linux
2899,iOS
2899,macOS
16340,PC
9946,PC
20213,PC
19652,PC
36797,PC
