game_id,store
17543,Nintendo Store
17543,Xbox Store
12043,Steam
3186,PlayStation Store
15853,PlayStation Store
15853,Steam
15853,GOG
15853,Xbox 360 Store
15853,Xbox Store
13344,Steam
2020,Steam
2020,Google Play
2020,Nintendo Store
2020,App Store
10093,Steam
52998,Steam
10394,Steam
1184,PlayStation Store
1184,Steam
1184,GOG
1184,Nintendo Store
1184,Xbox Store
1184,App Store
58129,Steam
4005,GOG
4005,PlayStation Store
4005,Xbox Store
4005,Steam
4005,Xbox 360 Store
4519,PlayStation Store
4519,Xbox 360 Store
10878,PlayStation Store
10878,Xbox Store
10878,Steam
10878,GOG
10878,Nintendo Store
2018,App Store
2018,Steam
51617,Steam
4875,GOG
4875,PlayStation Store
4875,Steam
9677,Steam
59199,GOG
59199,Nintendo Store
59199,Steam
59199,Xbox Store
59199,App Store
7442,Steam
7442,GOG
7442,App Store
16704,Steam
16704,GOG
1562,PlayStation Store
1562,Steam
1562,GOG
1562,Google Play
1562,App Store
312668,Steam
16434,GOG
16434,Steam
272448,Xbox Store
272448,Steam
272448,GOG
272448,Nintendo Store
272448,itch.io
272448,Epic Games
10161,Steam
17573,GOG
17573,Steam
17573,Xbox 360 Store
10069,Epic Games
10069,GOG
10069,Steam
10263,Steam
10263,Nintendo Store
9612,PlayStation Store
9612,Nintendo Store
9612,Steam
9612,GOG
9612,itch.io
9612,Xbox Store
4033,App Store
4033,PlayStation Store
4033,Steam
17993,GOG
17993,Steam
29179,PlayStation Store
44030,PlayStation Store
44030,Steam
44030,Xbox Store
44030,Nintendo Store
10786,PlayStation Store
10786,Steam
10786,GOG
10786,Xbox 360 Store
17563,GOG
17563,Steam
62897,GOG
62897,Steam
20567,Steam
20567,GOG
3871,PlayStation Store
3871,Steam
1195,Steam
1195,PlayStation Store
339959,GOG
339959,Steam
1935,PlayStation Store
1935,Xbox Store
1935,Xbox 360 Store
1935,Google Play
1935,Steam
1935,Nintendo Store
1935,App Store
47234,Steam
47234,PlayStation Store
47234,Epic Games
58779,Xbox Store
58779,Steam
58549,PlayStation Store
58549,Xbox Store
9603,PlayStation Store
9603,Xbox Store
9603,Steam
9603,Nintendo Store
9603,GOG
440083,Epic Games
440083,Steam
440083,GOG
440083,Xbox Store
440083,PlayStation Store
52179,App Store
52179,GOG
52179,Steam
52179,Nintendo Store
52179,Xbox Store
52179,PlayStation Store
52179,Epic Games
614964,App Store
614964,Epic Games
614964,PlayStation Store
614964,Steam
13249,Steam
13249,GOG
45156,Xbox Store
45156,Steam
45156,PlayStation Store
754888,PlayStation Store
754888,Steam
58783,Nintendo Store
58783,GOG
58783,PlayStation Store
58783,Xbox Store
58783,Steam
58783,Epic Games
23576,PlayStation Store
23576,Steam
1999,App Store
1999,PlayStation Store
1999,GOG
1999,Steam
1999,Nintendo Store
1999,Google Play
1999,Xbox 360 Store
10986,GOG
10986,itch.io
10986,Steam
10986,PlayStation Store
10986,Xbox Store
10986,Nintendo Store
52175,Xbox Store
52175,Steam
4700,Xbox Store
4700,Xbox 360 Store
22448,Steam
22448,GOG
16188,Steam
16188,GOG
304247,GOG
304247,Epic Games
304247,Nintendo Store
304247,Steam
304247,itch.io
5520,PlayStation Store
5520,Nintendo Store
5520,Steam
5520,Xbox 360 Store
12245,Epic Games
12245,Steam
12245,PlayStation Store
12245,GOG
12245,Nintendo Store
12245,Xbox Store
423947,Epic Games
423947,Steam
423947,PlayStation Store
423947,Xbox Store
423947,GOG
11090,Steam
11090,App Store
11090,Google Play
11090,Epic Games
11090,GOG
5737,App Store
5737,Steam
5737,Google Play
9606,Steam
43242,Xbox Store
4356,PlayStation Store
19212,Steam
17831,App Store
17831,Steam
17831,Xbox 360 Store
17831,GOG
10130,Xbox Store
10130,GOG
10130,PlayStation Store
10130,Steam
10130,Epic Games
17515,Steam
20654,PlayStation Store
20654,Xbox Store
20654,Steam
20654,Xbox 360 Store
19415,Steam
19415,GOG
739,App Store
739,GOG
739,Steam
739,Google Play
578,PlayStation Store
578,Steam
578,Xbox Store
578,Epic Games
9540,PlayStation Store
9540,Steam
9540,Nintendo Store
9540,Xbox Store
4418,PlayStation Store
4418,Xbox Store
4418,Steam
4418,Xbox 360 Store
11737,Steam
11737,GOG
22749,GOG
3463,PlayStation Store
3545,PlayStation Store
3545,GOG
3545,Steam
3545,Nintendo Store
12032,Epic Games
12032,Steam
12032,GOG
1757,Steam
1757,GOG
1757,App Store
1757,Google Play
8845,App Store
8845,Steam
8845,Google Play
440086,Xbox Store
440086,Steam
440086,PlayStation Store
1581,Epic Games
1581,App Store
1581,Steam
1581,Google Play
1581,GOG
564757,Xbox Store
564757,Steam
564757,Nintendo Store
564757,Epic Games
564757,PlayStation Store
10163,PlayStation Store
10163,App Store
10163,Xbox Store
10163,Steam
10163,Nintendo Store
29642,GOG
29642,Steam
60783,Xbox Store
60783,PlayStation Store
60783,GOG
60783,Steam
60783,Nintendo Store
60783,Epic Games
19459,Steam
19459,GOG
964,Xbox Store
964,Epic Games
964,GOG
964,App Store
964,Steam
964,Xbox 360 Store
964,Google Play
964,PlayStation Store
964,itch.io
23165,Nintendo Store
10301,PlayStation Store
10301,Steam
10301,Xbox Store
45775,Nintendo Store
45775,Steam
45775,GOG
45775,PlayStation Store
45775,Xbox Store
4380,PlayStation Store
4380,Steam
4380,Xbox 360 Store
22088,Steam
20194,Steam
9557,Steam
9557,GOG
13035,Steam
13035,Nintendo Store
1794,PlayStation Store
1794,Xbox Store
1794,Steam
1794,GOG
286474,Steam
286474,GOG
286474,Xbox Store
286474,PlayStation Store
16252,Xbox Store
16252,PlayStation Store
16252,GOG
16252,Steam
421698,Nintendo Store
25097,Nintendo Store
2866,PlayStation Store
2866,Steam
2866,Nintendo Store
2866,Xbox 360 Store
2866,Xbox Store
2866,App Store
3388,Epic Games
3388,Nintendo Store
3388,PlayStation Store
3388,Xbox Store
16677,GOG
16677,Steam
573123,Steam
573123,Xbox Store
573123,PlayStation Store
573123,Nintendo Store
10171,App Store
10171,Steam
10171,GOG
10171,PlayStation Store
10171,Xbox Store
10171,Epic Games
23659,Steam
23659,PlayStation Store
23659,GOG
23659,Nintendo Store
23659,Epic Games
17286,App Store
17286,Steam
11434,Steam
236751,Xbox Store
236751,PlayStation Store
236751,Steam
29233,PlayStation Store
29233,GOG
29233,Xbox Store
29233,Nintendo Store
29233,Steam
161,PlayStation Store
161,Steam
161,GOG
161,Xbox Store
161,Nintendo Store
12726,Steam
12726,Nintendo Store
442847,Steam
442847,Epic Games
442847,Xbox Store
442847,PlayStation Store
442847,Nintendo Store
19400,PlayStation Store
19400,Steam
19400,Xbox 360 Store
5653,PlayStation Store
5653,GOG
5653,Steam
5653,Xbox 360 Store
20570,Steam
20570,GOG
13038,PlayStation Store
13038,Xbox Store
13038,Steam
13038,GOG
13038,Xbox 360 Store
657,Xbox Store
657,Xbox 360 Store
3746,PlayStation Store
3746,Steam
3746,GOG
3746,Google Play
3746,App Store
4475,PlayStation Store
22842,GOG
15772,Steam
50566,Xbox Store
22854,GOG
22733,GOG
764,PlayStation Store
764,Nintendo Store
764,Steam
764,Xbox Store
379486,Steam
379486,Nintendo Store
379486,PlayStation Store
379486,Xbox Store
379486,Epic Games
23323,Steam
23323,GOG
460524,Steam
460524,Xbox Store
460524,PlayStation Store
20457,Steam
45730,PlayStation Store
45730,Nintendo Store
45730,Xbox Store
45730,Steam
45730,GOG
452639,Steam
452639,PlayStation Store
17742,Steam
428208,App Store
428208,Steam
428208,GOG
428208,Xbox Store
15234,PlayStation Store
15234,Epic Games
15234,Steam
15234,GOG
15234,Xbox Store
15234,Nintendo Store
15234,App Store
15234,Google Play
17636,Steam
17636,GOG
2446,PlayStation Store
2446,Xbox Store
2446,Steam
54285,Not Specified
19347,Steam
251484,itch.io
2568,PlayStation Store
2568,Steam
2409,Steam
2409,Google Play
2409,App Store
34744,Not Specified
227,PlayStation Store
227,Nintendo Store
227,Xbox Store
227,Steam
3304,PlayStation Store
3304,Steam
3304,Xbox 360 Store
3304,Google Play
3304,GOG
17507,Steam
17507,Xbox 360 Store
3133,PlayStation Store
3133,Steam
3133,Nintendo Store
3133,Xbox Store
3133,Epic Games
26,PlayStation Store
26,Steam
26,GOG
4298,PlayStation Store
4298,Steam
505918,Steam
773,GOG
773,Steam
773,Google Play
773,App Store
3203,PlayStation Store
3203,Xbox Store
3203,Steam
3203,Google Play
3203,App Store
16974,Steam
16974,GOG
16974,App Store
16974,itch.io
28089,Steam
28089,PlayStation Store
28089,Xbox Store
6334,App Store
6334,GOG
6334,Steam
6334,Google Play
2483,App Store
2483,Nintendo Store
2483,PlayStation Store
2483,Xbox Store
2483,Steam
385614,App Store
7769,App Store
7769,Steam
7769,GOG
7769,Google Play
17652,Steam
17652,GOG
17652,Epic Games
61044,Epic Games
61044,Steam
61044,GOG
61044,Xbox Store
61044,PlayStation Store
9786,Epic Games
9786,Steam
9786,GOG
4490,PlayStation Store
12614,Epic Games
12614,Nintendo Store
12614,Steam
12614,GOG
12614,PlayStation Store
15176,Steam
15176,PlayStation Store
45894,Steam
15042,Steam
2468,PlayStation Store
2468,Xbox Store
2468,Steam
21705,itch.io
21705,Steam
21705,GOG
21233,Steam
318414,Steam
11428,Steam
52790,PlayStation Store
52790,Google Play
52790,Xbox 360 Store
52790,App Store
52790,Xbox Store
14001,Steam
10091,Steam
10091,GOG
638654,PlayStation Store
638654,Epic Games
638654,Steam
50165,GOG
50165,Xbox Store
50165,Steam
50165,Google Play
16181,Steam
5265,PlayStation Store
5265,Xbox 360 Store
5265,Nintendo Store
4327,PlayStation Store
4327,Steam
4327,Xbox 360 Store
19306,Steam
44764,PlayStation Store
44764,App Store
44764,Google Play
9753,Epic Games
9753,Steam
18914,Steam
9734,App Store
9734,Steam
275611,Steam
275611,GOG
275611,itch.io
799265,Epic Games
799265,Steam
799265,PlayStation Store
420977,Epic Games
420977,GOG
420977,PlayStation Store
420977,Xbox Store
420977,Steam
420977,Nintendo Store
5868,PlayStation Store
5868,Xbox Store
5868,Steam
5868,App Store
5868,Google Play
5868,Nintendo Store
5868,GOG
723957,Steam
723957,Google Play
723957,App Store
371832,Epic Games
371832,Nintendo Store
371832,PlayStation Store
371832,Xbox Store
371832,Steam
1036,PlayStation Store
1036,Steam
1036,Nintendo Store
1036,Xbox Store
1036,Epic Games
10879,Steam
10879,PlayStation Store
10879,Xbox Store
10879,Google Play
10879,Nintendo Store
4469,PlayStation Store
59925,PlayStation Store
59925,Steam
59925,Xbox Store
46410,PlayStation Store
46410,Xbox Store
46410,Steam
46410,Nintendo Store
46410,GOG
3656,Google Play
3656,PlayStation Store
3656,Steam
3656,Xbox 360 Store
3656,App Store
3656,Nintendo Store
3882,PlayStation Store
597,Steam
597,PlayStation Store
597,Nintendo Store
597,Google Play
597,App Store
44093,PlayStation Store
44093,Xbox Store
44093,Nintendo Store
449164,Steam
449164,GOG
449164,Epic Games
449164,Google Play
449164,App Store
43855,Steam
4420,PlayStation Store
4420,Steam
933,PlayStation Store
933,Steam
933,GOG
933,Nintendo Store
933,Xbox Store
457729,Steam
457729,PlayStation Store
457729,Xbox Store
457729,Nintendo Store
3594,PlayStation Store
3594,App Store
3594,Steam
58084,Steam
58084,Epic Games
9499,Steam
17022,Steam
12893,Steam
12893,GOG
12893,App Store
12893,Nintendo Store
17337,Steam
11112,Steam
51081,Nintendo Store
51081,PlayStation Store
51081,Google Play
51081,Xbox Store
51081,Steam
51081,GOG
51081,App Store
17093,Nintendo Store
17093,Steam
17093,GOG
17093,PlayStation Store
17093,App Store
17093,Google Play
17093,Xbox Store
17004,Steam
17004,Nintendo Store
17004,Xbox Store
17949,Steam
17949,PlayStation Store
17949,Xbox 360 Store
17949,Xbox Store
302369,itch.io
302369,PlayStation Store
302369,Xbox Store
302369,GOG
302369,Steam
13834,Epic Games
13834,itch.io
13834,Steam
13834,GOG
58551,Steam
58551,PlayStation Store
58551,App Store
58551,Nintendo Store
58551,Xbox Store
58551,Epic Games
14000,Steam
20958,Steam
20958,GOG
14983,Steam
368952,PlayStation Store
368952,Nintendo Store
368952,Epic Games
368952,Xbox Store
368952,Steam
20828,Steam
20828,Xbox 360 Store
545033,Steam
16972,Steam
479695,App Store
479695,GOG
479695,Steam
479695,Xbox Store
479695,Epic Games
21126,Steam
326228,GOG
326228,PlayStation Store
326228,Xbox Store
326228,Epic Games
326228,Steam
326228,Nintendo Store
11972,PlayStation Store
11972,Steam
19530,Steam
19530,GOG
4398,Steam
4398,PlayStation Store
4398,Nintendo Store
4398,Xbox 360 Store
61964,Epic Games
61964,GOG
61964,itch.io
61964,Steam
275681,PlayStation Store
275681,Steam
30,PlayStation Store
4747,PlayStation Store
4747,Steam
4747,Xbox 360 Store
4747,Xbox Store
18164,Steam
3294,Nintendo Store
3294,PlayStation Store
3294,Xbox Store
3294,Steam
3294,Xbox 360 Store
3294,App Store
3294,Google Play
7102,GOG
7102,Nintendo Store
7102,App Store
7102,Steam
7102,Google Play
7102,itch.io
19594,Steam
19594,GOG
19594,itch.io
17066,GOG
17066,Steam
809,Xbox Store
809,PlayStation Store
809,Xbox 360 Store
58762,Steam
58762,Xbox Store
11553,Steam
11553,App Store
11562,PlayStation Store
11562,Steam
11562,Xbox Store
11562,Nintendo Store
7407,GOG
7407,Epic Games
7407,Nintendo Store
7407,Xbox Store
7407,PlayStation Store
11971,Steam
11971,GOG
46220,Epic Games
46220,GOG
46220,Steam
3752,PlayStation Store
3752,Steam
3752,Xbox 360 Store
50732,Nintendo Store
50732,PlayStation Store
50732,Xbox Store
50732,Epic Games
61882,Steam
39128,Not Specified
52369,PlayStation Store
10868,Steam
10868,Xbox Store
10868,Epic Games
10868,PlayStation Store
10868,Nintendo Store
5260,Xbox Store
5260,PlayStation Store
5260,Xbox 360 Store
5260,Steam
5260,Nintendo Store
5260,GOG
3598,PlayStation Store
3598,Xbox Store
3598,Steam
3598,Nintendo Store
706,PlayStation Store
706,Steam
706,GOG
706,Nintendo Store
274571,PlayStation Store
274571,Xbox Store
274571,Nintendo Store
16013,Steam
663742,PlayStation Store
663742,Epic Games
663742,Steam
2123,PlayStation Store
2123,Steam
2123,GOG
2123,Epic Games
2123,Xbox Store
2123,itch.io
50671,Nintendo Store
50671,Steam
50671,GOG
50671,App Store
50671,Google Play
21942,Nintendo Store
21942,PlayStation Store
21942,Steam
21942,Xbox Store
14188,App Store
14188,Steam
14188,GOG
14188,Nintendo Store
14188,PlayStation Store
14188,Xbox Store
14188,Google Play
14188,Epic Games
52884,PlayStation Store
52884,Google Play
437049,Steam
437049,Xbox Store
437049,PlayStation Store
437049,Nintendo Store
52368,PlayStation Store
51167,Epic Games
51167,PlayStation Store
51167,Steam
51167,Xbox Store
51167,GOG
51167,Nintendo Store
15308,Steam
15308,Xbox Store
20959,GOG
20959,Steam
18628,Steam
18628,GOG
326235,PlayStation Store
326235,Nintendo Store
326235,Epic Games
326235,Xbox Store
326235,GOG
326235,Steam
147,PlayStation Store
147,Xbox Store
147,Steam
147,Nintendo Store
147,Google Play
147,App Store
17586,Google Play
17586,Steam
10789,Steam
507151,Steam
42309,Not Specified
326244,Xbox Store
326244,PlayStation Store
326244,Steam
2137,GOG
2137,Steam
2137,Google Play
2137,App Store
391395,Xbox Store
391395,Steam
391395,GOG
391395,PlayStation Store
327239,Nintendo Store
5550,PlayStation Store
5550,Nintendo Store
5550,Xbox 360 Store
495,PlayStation Store
46667,Nintendo Store
46667,Steam
46667,Xbox Store
46667,Epic Games
22751,GOG
5978,App Store
5978,itch.io
5978,Steam
5978,GOG
5978,Nintendo Store
5978,Google Play
311652,Steam
21709,Steam
21709,GOG
5295,PlayStation Store
5295,Steam
5295,App Store
2588,GOG
2588,Steam
2588,Google Play
2588,App Store
1152,PlayStation Store
1152,Steam
1152,Nintendo Store
1152,Xbox Store
58597,GOG
58597,Xbox Store
58597,PlayStation Store
58597,Steam
58597,Nintendo Store
19119,Steam
19119,GOG
19359,Steam
498,App Store
498,PlayStation Store
498,Steam
498,Xbox Store
498,GOG
498,Nintendo Store
498,itch.io
52340,Steam
52340,Epic Games
52340,GOG
16024,Steam
16024,GOG
428033,Steam
428033,Xbox Store
428033,PlayStation Store
62817,GOG
62817,App Store
62817,itch.io
62817,Steam
62817,Epic Games
10851,Steam
2536,PlayStation Store
2536,Xbox Store
2536,Steam
2536,Nintendo Store
2536,Epic Games
12891,Steam
12891,itch.io
12891,Google Play
12891,App Store
9728,Steam
9728,GOG
9728,PlayStation Store
9728,itch.io
4128,Nintendo Store
4128,PlayStation Store
9894,Steam
9988,Steam
423944,Xbox Store
423944,PlayStation Store
37337,GOG
37337,Xbox 360 Store
37337,Nintendo Store
37337,Steam
37337,App Store
11719,Steam
22934,GOG
22934,Google Play
22934,App Store
16702,GOG
16702,Steam
17794,GOG
17794,Steam
23734,PlayStation Store
23734,Xbox Store
23734,Nintendo Store
23734,GOG
23734,Steam
13513,App Store
13513,PlayStation Store
13513,Steam
5196,PlayStation Store
10898,Epic Games
10898,PlayStation Store
10898,Xbox Store
10898,Nintendo Store
10898,Steam
10898,GOG
11852,Steam
308132,Epic Games
308132,Nintendo Store
308132,PlayStation Store
308132,Xbox Store
308132,Steam
3456,PlayStation Store
3456,Steam
3456,Xbox 360 Store
51331,PlayStation Store
51331,Nintendo Store
51331,Steam
51331,Xbox Store
17607,Steam
14501,itch.io
14501,Steam
14501,GOG
14968,Steam
14968,GOG
20180,Epic Games
20180,PlayStation Store
20180,Steam
20180,Xbox Store
2254,App Store
2254,Steam
2254,Google Play
2254,GOG
2254,Epic Games
119,PlayStation Store
119,Xbox Store
119,Steam
119,GOG
119,Nintendo Store
5192,GOG
5192,Steam
5192,PlayStation Store
16121,Steam
20315,Steam
20315,Google Play
20315,App Store
20315,itch.io
20315,GOG
12965,itch.io
12965,Steam
22256,PlayStation Store
22256,Nintendo Store
22256,App Store
22256,GOG
22256,Steam
22256,Xbox Store
1452,PlayStation Store
1452,App Store
1452,Nintendo Store
1452,Steam
1452,Xbox Store
10313,PlayStation Store
10313,Nintendo Store
10313,Steam
22900,Steam
22900,GOG
683,App Store
683,PlayStation Store
683,Steam
683,Nintendo Store
683,Google Play
295018,Steam
295018,Epic Games
47351,PlayStation Store
47351,App Store
47351,Google Play
47351,Xbox Store
47351,Steam
47351,GOG
47351,Nintendo Store
11264,Steam
11264,PlayStation Store
11264,Nintendo Store
11264,Xbox Store
15167,Steam
15167,GOG
58809,Steam
58809,GOG
58809,Xbox Store
58809,PlayStation Store
58809,Nintendo Store
9986,Steam
12890,Steam
12890,GOG
11815,Steam
11815,PlayStation Store
11815,Xbox Store
11815,GOG
11815,Nintendo Store
11815,itch.io
16776,Steam
2798,PlayStation Store
2798,Xbox Store
2798,Steam
2798,GOG
19437,Steam
19437,Xbox 360 Store
58975,App Store
58975,GOG
58975,Steam
58975,Xbox Store
3955,Steam
3955,Xbox 360 Store
22510,Not Specified
450236,GOG
450236,Epic Games
450236,Steam
18703,Steam
18703,GOG
4569,GOG
4569,PlayStation Store
4569,App Store
4569,Steam
13467,Steam
4856,PlayStation Store
4856,Steam
1607,Xbox Store
1607,Steam
1607,GOG
27024,Nintendo Store
17633,Steam
840788,Steam
11514,Steam
638648,Nintendo Store
638648,Steam
638648,GOG
638648,Xbox Store
638648,PlayStation Store
486733,Xbox Store
486733,Steam
284,PlayStation Store
284,Xbox Store
284,Steam
284,GOG
46239,Steam
44996,App Store
44996,Xbox Store
44996,PlayStation Store
44996,Steam
60028,PlayStation Store
60028,Xbox Store
60028,Steam
60028,GOG
53551,PlayStation Store
53551,Steam
53551,Nintendo Store
53551,Xbox 360 Store
53551,App Store
16192,Steam
18721,Xbox Store
18721,Steam
18721,Xbox 360 Store
18721,Nintendo Store
11025,Epic Games
11025,Steam
11025,Xbox Store
292842,Nintendo Store
1257,PlayStation Store
1257,Xbox Store
1257,GOG
1257,Steam
5529,Xbox Store
5529,PlayStation Store
5529,Xbox 360 Store
5529,Steam
1314,Epic Games
1314,Steam
1314,Nintendo Store
1314,PlayStation Store
1314,Xbox Store
9616,GOG
9616,Steam
9616,itch.io
45635,PlayStation Store
45635,Steam
45635,GOG
45635,Xbox Store
82,PlayStation Store
82,Steam
82,GOG
82,Nintendo Store
14938,Google Play
14938,Steam
14938,Nintendo Store
14938,Xbox 360 Store
14938,PlayStation Store
14938,App Store
14938,Xbox Store
40746,Steam
40746,App Store
18850,Steam
2898,PlayStation Store
2898,Steam
2898,GOG
367197,Xbox Store
367197,PlayStation Store
367197,Steam
548148,GOG
548148,Steam
548148,Xbox Store
548148,PlayStation Store
2936,GOG
2936,Steam
2936,Google Play
2936,App Store
52201,GOG
52201,PlayStation Store
52201,Steam
52201,Xbox Store
1743,Xbox Store
1743,Steam
1743,GOG
18972,Steam
44265,GOG
44265,Steam
44265,Nintendo Store
44265,PlayStation Store
44265,App Store
44265,Google Play
374548,Steam
251598,Xbox Store
251598,Nintendo Store
251598,PlayStation Store
251598,Steam
251598,GOG
28532,Xbox Store
28532,Xbox 360 Store
692541,Steam
692541,Epic Games
454544,Steam
2060,Steam
2060,GOG
2060,App Store
247,App Store
247,PlayStation Store
247,Steam
247,Nintendo Store
247,Xbox Store
247,GOG
247,Google Play
409575,GOG
409575,Steam
409575,Epic Games
409575,PlayStation Store
398414,Steam
514,PlayStation Store
514,Steam
514,Xbox 360 Store
514,Google Play
514,App Store
17590,GOG
17590,Steam
428559,Steam
428559,PlayStation Store
428559,Xbox Store
28633,Xbox 360 Store
28633,Xbox Store
28422,Xbox Store
28422,Xbox 360 Store
1433,PlayStation Store
1433,Xbox Store
1433,Steam
1433,Epic Games
1063,PlayStation Store
1063,Steam
1063,App Store
1063,Google Play
4772,GOG
4772,PlayStation Store
4772,Steam
4772,Xbox 360 Store
914789,PlayStation Store
914789,Steam
3232,PlayStation Store
3232,Steam
3232,GOG
669363,Steam
669363,GOG
47270,GOG
47270,Steam
262389,Nintendo Store
262389,PlayStation Store
262389,Xbox Store
262389,Steam
262389,GOG
50675,GOG
50675,Nintendo Store
50675,PlayStation Store
50675,Xbox Store
50675,Steam
50675,Google Play
50675,App Store
2490,PlayStation Store
14352,Steam
14352,GOG
18142,Steam
19625,Steam
19625,GOG
16029,Steam
15731,PlayStation Store
15731,Steam
2848,PlayStation Store
9981,Epic Games
9981,Steam
7955,App Store
7955,Steam
7955,Google Play
7955,GOG
59700,Epic Games
59700,Nintendo Store
59700,PlayStation Store
59700,Xbox Store
59700,Steam
10581,Steam
59098,PlayStation Store
59098,Steam
59098,Xbox Store
2226,PlayStation Store
2226,itch.io
2226,Steam
2226,Google Play
2226,App Store
2226,Nintendo Store
14219,Steam
17620,App Store
17620,Steam
270653,Epic Games
270653,Steam
270653,Xbox Store
11069,Steam
20000,Steam
20000,App Store
20000,Google Play
18849,Steam
29231,PlayStation Store
29231,Xbox Store
29231,GOG
29231,Steam
46284,Steam
46284,GOG
581104,itch.io
581104,Steam
17841,Steam
19412,App Store
19412,Steam
22991,GOG
22991,App Store
387328,Steam
387328,Nintendo Store
387328,Xbox Store
387328,PlayStation Store
387328,GOG
17978,Steam
13768,Steam
19355,Steam
19355,GOG
4348,PlayStation Store
17913,Xbox 360 Store
17913,Steam
24899,Nintendo Store
57797,Not Specified
49428,GOG
49428,Steam
49428,Nintendo Store
17661,Steam
16999,Steam
16999,GOG
17417,PlayStation Store
17417,GOG
17417,Steam
17417,Nintendo Store
17417,Xbox Store
28160,PlayStation Store
28160,Steam
28160,Xbox Store
3897,Steam
3897,PlayStation Store
3897,Xbox 360 Store
53445,Not Specified
37194,Steam
37194,Nintendo Store
366892,PlayStation Store
366892,Steam
16159,Steam
16159,GOG
17056,Steam
529698,Steam
529698,PlayStation Store
14251,Steam
41461,Not Specified
494393,Nintendo Store
494393,Steam
28626,Xbox 360 Store
28626,Xbox Store
28626,PlayStation Store
9623,Steam
9623,PlayStation Store
9623,Xbox Store
58913,Nintendo Store
58913,Steam
58913,Google Play
58913,App Store
11009,PlayStation Store
11009,App Store
11009,Steam
11009,GOG
11009,Xbox Store
11009,Nintendo Store
65969,Steam
65969,App Store
65969,Google Play
61415,Steam
25080,Nintendo Store
216275,PlayStation Store
216275,Steam
2860,PlayStation Store
2860,Xbox Store
19475,Steam
19475,Xbox 360 Store
1258,PlayStation Store
1258,Google Play
1258,App Store
10075,Steam
22794,GOG
54528,Nintendo Store
23628,Steam
19645,Steam
10994,Steam
10994,Xbox Store
22128,Steam
18694,Steam
18694,GOG
17659,Steam
17659,GOG
17659,Xbox 360 Store
19603,Steam
528768,PlayStation Store
528768,Steam
528768,Nintendo Store
299561,GOG
299561,PlayStation Store
299561,Nintendo Store
299561,Steam
299561,Xbox Store
327269,PlayStation Store
327269,Steam
46160,Nintendo Store
46160,Steam
46160,Xbox Store
46160,PlayStation Store
46160,Google Play
46160,App Store
46160,Epic Games
46160,GOG
11670,Steam
28547,Xbox Store
28547,Xbox 360 Store
28547,PlayStation Store
17379,App Store
17379,Steam
450239,Xbox Store
450239,Steam
450239,PlayStation Store
450239,GOG
450239,Nintendo Store
450239,Epic Games
404,PlayStation Store
404,Xbox Store
404,Steam
404,Nintendo Store
852,PlayStation Store
852,Steam
852,GOG
852,Nintendo Store
51487,PlayStation Store
51487,Epic Games
51487,Nintendo Store
51487,Steam
51487,Xbox Store
51487,GOG
51487,App Store
11018,Steam
11018,GOG
28628,Xbox 360 Store
530269,PlayStation Store
530269,Steam
530269,Nintendo Store
530269,GOG
530269,Epic Games
12470,Steam
9457,PlayStation Store
9457,Steam
10234,PlayStation Store
10234,Steam
10234,GOG
414,Xbox Store
414,Steam
414,Xbox 360 Store
15916,App Store
15916,Steam
15916,GOG
15916,Xbox 360 Store
15916,Nintendo Store
15916,Xbox Store
15916,Google Play
22748,Steam
22748,GOG
370202,Steam
370202,GOG
370202,Epic Games
22685,GOG
60658,Steam
60658,GOG
23370,PlayStation Store
23370,Nintendo Store
23370,Steam
23370,GOG
23370,Xbox Store
389054,GOG
389054,Steam
389054,itch.io
389054,App Store
19701,Xbox Store
19701,Steam
19701,Xbox 360 Store
19932,Steam
11587,Steam
11587,GOG
405,PlayStation Store
405,Steam
405,Xbox Store
405,Nintendo Store
405,App Store
3419,Xbox 360 Store
3419,PlayStation Store
3419,Xbox Store
3419,Steam
2964,PlayStation Store
2964,Steam
2964,GOG
2964,Nintendo Store
2964,Xbox Store
2964,Epic Games
13156,Epic Games
13156,Steam
13156,GOG
13156,Nintendo Store
13156,PlayStation Store
13156,Xbox Store
580972,PlayStation Store
580972,Epic Games
17090,Steam
23252,PlayStation Store
23252,Nintendo Store
23252,Steam
23252,Xbox Store
514896,Steam
514896,PlayStation Store
514896,Xbox Store
18642,Steam
18642,PlayStation Store
49563,PlayStation Store
49563,Xbox Store
52093,Xbox Store
52093,PlayStation Store
52093,Steam
52093,Google Play
52093,Nintendo Store
52093,App Store
16117,Steam
11791,PlayStation Store
11791,Steam
11791,GOG
507154,Steam
5688,Steam
5688,PlayStation Store
5688,GOG
5688,Xbox 360 Store
263548,GOG
263548,App Store
263548,Xbox Store
263548,PlayStation Store
263548,Nintendo Store
263548,Steam
2427,App Store
2427,Steam
19682,Steam
19682,Xbox 360 Store
3705,PlayStation Store
3705,Steam
3705,Nintendo Store
15659,Steam
12697,Steam
14101,Steam
15824,Steam
9977,Steam
311680,Steam
311680,Xbox Store
311680,PlayStation Store
9800,PlayStation Store
9800,GOG
9800,Nintendo Store
9800,Steam
9800,Xbox Store
58773,Epic Games
58773,Steam
58773,GOG
58773,Xbox Store
274760,Epic Games
274760,Xbox Store
274760,PlayStation Store
274760,GOG
274760,Steam
19609,Steam
19609,Xbox 360 Store
19609,Xbox Store
11001,Steam
16733,Steam
20979,Steam
463727,Steam
